student_id,school_id,age_at_enrollment,gender,resource_dilution_index,socioeconomic_status_index,commute_barrier_score,digital_equity_access_score,nutritional_support_access,gpa_trend,failed_subjects_count,strength_science_indicator,chronic_health_risk_score,health_related_absences,social_integration_score,cash_flow_volatility,academic_catchup_status,psychosocial_support_access,retention_risk_score,retained,dropout_reason
218,30,15,1,4,3,2.577855023141689,0,1,-1.4875066769280623,3,0,1,5,0,0.3004547528324248,0,1,0.9064,0,academic_performance
219,45,14,1,6,1,20.0,0,1,-1.9426708364712477,1,0,1,7,0,0.32,0,0,0.1316,0,commute_distance
220,16,16,0,9,1,11.287144169631585,2,1,-2.6037626726905176,2,0,1,4,1,0.32,0,0,0.5911,1,
221,2,13,1,2,4,1.7261052058562907,2,1,0.1946453452613136,1,0,1,3,1,0.16987559572187869,0,1,0.9939,1,
222,31,17,1,4,4,,2,1,-0.1695925506701994,0,0,1,6,2,0.20193799550481986,0,1,0.9425,1,
223,29,17,1,4,4,0.591755901338506,1,0,-3.2644278194760843,5,0,1,7,1,0.24131849523752,1,,0.7617,1,
224,16,13,1,9,2,6.155046474655981,0,1,0.019860484100593656,0,1,2,15,0,0.2216322543365269,0,0,0.9155,1,
225,27,16,1,4,1,8.261057477252878,0,1,-3.3649200839824434,4,0,2,9,0,0.2845780036650357,1,0,0.5846,1,
226,32,17,0,5,3,2.334084603254427,0,1,-1.021389230757701,2,0,1,3,1,,0,1,0.9543,1,
227,39,14,1,3,3,7.362602669408846,1,1,-1.0615510833064716,1,0,2,13,0,0.24089514910667778,0,1,0.9212,1,
228,7,16,1,5,1,3.122851912342045,0,1,-3.191717664108494,4,0,1,6,1,0.2894244504761528,1,0,0.6543,1,
229,23,17,0,5,2,15.688893883825854,0,1,-2.2391826898861775,3,1,1,2,1,0.21253084865360067,0,0,0.72,0,academic_performance
230,14,17,1,6,3,4.60992692151505,0,1,-1.1778236035303844,1,0,1,6,1,0.25610670010654646,0,0,0.9446,1,
231,16,15,1,4,1,13.615409846413684,,1,-4.0,6,0,2,9,2,0.32,1,,0.1451,0,academic_performance
232,2,16,0,3,2,13.362575724811217,0,0,-0.5510792678346281,1,0,1,6,1,0.2321830475353842,0,1,0.8127,0,commute_distance
233,20,13,0,2,1,6.4913158184230415,0,0,-1.3889662730961045,3,0,1,5,1,0.2256669384038271,0,,0.8671,1,
234,4,15,0,7,4,5.037316768182775,1,0,-0.657332558730662,1,1,1,3,1,0.1745681921683515,0,1,0.9758,1,
235,44,16,1,3,2,5.715781772024268,0,1,-1.045190582837551,1,0,1,1,2,0.2573895325135993,0,0,0.9416,1,
236,27,16,0,2,3,5.960786160661008,2,0,-0.7872043212101404,1,0,1,8,1,,0,0,0.9587,1,
237,20,14,0,3,2,6.502945468761098,1,1,-2.810217880115135,3,0,1,7,0,0.27241684028020996,0,1,0.8815,1,
238,11,14,1,5,2,14.454802444163942,0,1,-0.8815518052272691,3,0,2,12,0,0.227335991353847,0,0,0.7254,1,
239,45,16,1,7,1,1.0936876718790953,0,1,-1.4337547126799441,1,0,1,4,0,0.3183632538135591,0,0,0.9422,1,
240,25,13,1,9,2,7.234373025324687,1,1,-1.952726493720868,1,1,1,6,0,0.2858637860444268,0,,0.8715,1,
241,47,14,1,4,5,1.6665820692252917,0,1,-0.13611559341598056,0,1,2,5,1,0.1990096443920804,0,0,0.991,1,
242,31,16,1,5,4,10.919209213143388,0,1,-0.8702620266310532,2,0,1,4,1,0.21812861776861223,0,1,0.9271,1,
243,47,16,0,8,3,,0,1,-2.95837159741043,4,0,3,14,1,0.29008154241994977,1,0,0.7032,0,health_related
244,42,17,0,8,4,3.8915538534450036,0,1,0.2499013220813444,1,0,1,6,0,0.2260504608437734,0,1,0.9425,1,
245,35,16,1,3,1,15.900342038961488,0,0,-2.3666837866499613,2,0,1,7,1,0.28153310822303274,0,0,0.7226,0,financial_instability
246,17,17,1,6,4,1.881007624599868,0,0,1.007412667286341,1,0,1,8,2,0.20845591329414093,0,,0.9681,1,
247,37,14,1,2,4,4.282726491270624,1,1,0.30856031421784524,0,0,2,6,0,0.23493413855370548,0,1,0.9884,1,
248,15,15,0,5,3,2.0269225714810277,1,0,-1.3248655751562353,2,0,1,7,1,0.24742170647233475,0,,0.9212,1,
249,41,16,1,4,5,1.372339924044518,1,0,0.29155157004726623,1,0,3,16,0,0.2385877436231708,0,0,0.9482,1,
250,15,16,0,3,1,,2,1,-1.218479582830597,1,0,3,18,0,,0,0,0.8749,1,
251,4,14,1,1,1,8.589226018482718,2,1,-1.467341448989115,2,0,1,4,0,0.2944407871746368,0,,0.8459,1,
252,6,16,0,5,5,1.2101456824354475,1,1,0.0841230195703378,0,0,1,4,0,0.2183445115994258,0,0,0.982,1,
253,22,13,0,3,2,14.839663196569001,0,0,-0.8309205581910727,2,0,1,4,0,,0,1,0.8764,1,
254,32,14,0,2,5,2.545389729002856,0,1,0.7645506838622285,0,0,1,4,2,0.2320519551341629,0,,0.993,1,
255,14,16,1,7,2,11.490643094870661,1,1,-0.4358052276678232,1,0,1,4,0,0.32,0,1,0.8992,1,
256,39,16,1,2,2,3.3505534570430946,2,1,-1.7283716603312207,2,0,3,13,1,0.32,0,1,0.952,1,
257,13,13,1,8,4,1.2951634762128599,1,1,-1.5892570742019156,3,0,3,19,1,0.23146047894677746,0,0,0.8136,1,
258,23,17,1,6,2,2.8007818625312604,,0,-2.2326711897450915,1,1,1,5,2,0.21607078661538165,0,0,0.9213,1,
259,16,16,1,8,1,3.1300566024201397,0,1,-1.9867006411971646,3,0,1,5,1,0.26511442791914097,0,0,0.7609,1,
260,27,14,0,4,2,8.951630966710706,0,1,-1.2635771905062647,1,0,2,9,0,0.234631496035903,0,0,0.9105,1,
261,9,16,1,4,1,12.743652489198686,0,1,-0.004681880194636556,0,0,1,5,3,0.2679092899307093,0,0,0.9477,1,
262,46,14,1,3,5,3.1947880656598366,0,0,0.0462593950736304,1,0,1,4,1,0.21217595770920505,0,0,0.9486,0,psychosocial
263,44,13,0,3,4,1.2916553199363638,0,0,-1.78639062220531,3,0,2,10,0,0.20839596063759877,0,0,0.8255,1,
264,33,15,1,3,1,4.1670658771031155,1,0,-2.0767904264410424,3,0,1,7,2,0.32,0,0,0.5291,0,financial_instability
265,25,17,1,4,2,4.31848952785116,1,1,-0.09173976917216531,1,0,1,4,1,0.2180740584979316,0,0,0.9806,1,
266,36,17,1,8,4,5.063224317339463,2,1,-0.37986443094794176,3,1,1,4,0,0.2462068222203722,0,0,0.9496,1,
267,23,13,1,3,1,4.110718486877902,0,0,-3.089079685157004,4,0,1,2,0,0.2280164273493928,1,0,0.755,1,
268,42,16,1,8,1,8.05082883518293,,1,-1.1179623026437626,2,0,1,4,0,0.23222430489128976,0,0,0.833,1,
269,4,13,1,4,1,3.642122068020777,0,1,-2.702366210017469,4,0,1,2,3,0.2449080243649728,1,0,0.8574,1,
270,11,17,1,4,5,4.425506624726137,1,1,0.3301415389822553,0,1,1,4,2,0.1551045411396934,0,0,0.9932,1,
271,22,15,1,3,2,11.274603349270823,0,1,-2.809635493806322,5,0,3,11,0,0.32,1,,0.7212,1,
272,31,17,0,5,1,1.8208177792966416,0,1,-1.5200015281505943,4,0,1,2,0,0.30648266020282117,1,0,0.9001,1,
273,34,15,0,6,1,14.992175786575896,0,1,-1.807137296746439,1,0,3,15,1,0.32,0,0,0.6071,0,health_related
274,34,16,1,7,1,,0,0,-2.927135319713077,4,0,1,5,0,0.32,1,1,0.6502,1,
275,45,13,1,10,3,7.511437966142254,2,0,-1.0216045200276063,2,0,2,11,1,,0,0,0.8572,1,
276,40,16,1,5,1,,1,0,-1.955915484923674,1,0,1,5,0,0.32,0,0,0.888,1,
277,44,15,1,5,3,2.308202866521707,0,1,-0.3426035180483858,0,0,1,5,1,0.22252197386095734,0,0,0.9596,1,
278,17,13,1,6,5,7.884208694625973,1,0,-1.479047424956474,2,0,1,8,2,0.16782005484535598,0,1,0.9265,1,
279,33,15,0,5,3,7.231298595883165,1,0,-1.6027755196616598,3,0,1,3,1,0.25791280111648673,0,0,0.7365,1,
280,33,14,0,7,1,20.0,0,1,-2.379545546492607,3,0,1,8,0,0.2312588832174153,0,1,0.1722,0,commute_distance
281,29,13,1,5,1,,0,1,-2.0598706529815636,4,0,1,4,0,0.2577220257969981,1,0,0.5092,1,
282,29,17,0,6,2,4.0502307990072834,0,1,-1.4586322786901302,3,0,2,10,0,0.32,0,0,0.7083,0,financial_instability
283,25,16,0,4,2,4.256316109424691,0,1,-1.753764816356247,2,0,1,6,2,0.2872338846355526,0,1,0.9333,1,
284,20,15,1,4,1,15.904808320046012,0,1,-1.8995496297629946,2,0,2,8,1,0.24486361609684126,0,0,0.7868,1,
285,7,14,0,6,1,10.881435227242287,0,0,-1.358068217953115,1,0,2,10,2,0.32,0,0,0.7599,0,financial_instability
286,5,14,1,1,4,3.094563846098159,1,1,0.1250648293961884,0,0,3,18,0,0.16488708393284093,0,0,0.9849,1,
287,1,16,1,6,3,6.916478771980386,1,0,-1.3303916045159072,2,0,1,7,1,0.24628005711237355,0,0,0.9294,1,
288,17,13,0,3,4,5.944441125939897,0,1,-0.20248326980969872,1,0,1,8,0,0.23823937500348163,0,0,0.9416,1,
289,18,15,1,6,2,3.7263928328879166,1,0,-0.8570541378639667,2,0,1,3,0,0.31580538860431784,0,0,0.814,1,
290,46,14,1,8,1,6.488945359223218,0,1,-1.5189693395014199,2,0,1,3,1,0.32,0,1,0.8942,1,
291,12,13,0,11,3,,1,1,-0.2633879208558212,1,0,1,6,1,0.23603851903579634,0,0,0.9643,1,
292,11,15,1,1,2,,0,1,-0.7965382231265706,2,0,1,7,1,0.21030454137493992,0,1,0.9575,1,
293,3,14,0,4,2,,1,1,0.7226480175991372,0,0,1,9,1,0.21558190380620207,0,0,0.9531,1,
294,6,17,0,3,4,2.844999499968931,2,1,0.9680560239705125,1,0,3,12,2,0.16730723638431672,0,0,0.9867,1,
295,31,16,0,2,5,2.7906821533870017,1,0,-0.2172445116659948,0,0,1,5,2,,0,0,0.9775,1,
296,18,14,0,4,4,0.513583192675123,0,0,-1.1689030172423718,2,0,1,3,3,0.22205127279255293,0,0,0.9306,1,
297,30,17,1,4,4,11.809747500515831,2,1,0.6095546036790722,0,0,1,5,2,0.27888334126209857,0,1,0.956,1,
298,5,16,0,8,3,0.641822906763461,,1,-0.8608699475574285,2,0,1,5,1,0.20994981082513153,0,0,0.9896,1,
299,36,15,1,6,2,8.279343861020331,1,1,-0.8882197948804252,2,0,2,7,1,,0,0,0.8404,0,financial_instability
300,13,13,1,3,4,3.4624465498195423,0,1,-0.5770532208085629,0,1,1,3,0,,0,1,0.9895,1,
301,3,13,1,5,4,2.4371934714754495,0,1,-0.5870289022282709,1,0,2,10,0,0.18668440361085747,0,1,0.9602,1,
302,43,17,0,1,1,,1,0,-1.2897769184949848,0,0,1,9,0,0.29978148559575046,0,0,0.8988,1,
303,17,15,1,3,5,1.9314178633985621,2,0,-0.43162526394930195,1,0,1,11,0,0.1489022131557262,0,0,0.9514,1,
304,15,17,1,5,5,1.850162136364949,0,0,-0.5172373644285891,2,0,1,6,1,0.24502088307022965,0,0,0.9698,1,
305,3,15,0,9,2,5.496598445428958,,1,-1.759929613167269,1,1,1,5,1,0.32,0,1,0.9111,0,household_pressure
306,28,15,1,2,2,7.664158980913036,0,1,-0.9874642222095364,2,0,1,3,1,0.22573294865481425,0,0,0.8219,1,
307,14,17,0,5,2,5.288958895447555,0,1,-0.5708833337398886,3,0,1,8,1,0.22165713681142085,0,0,0.9379,1,
308,12,15,1,8,3,2.258553915930344,1,1,-0.7304907555121294,3,0,1,4,1,0.2528257391971758,0,0,0.919,1,
309,32,15,1,4,2,4.224054225704161,0,1,-1.3665611221129872,3,1,1,3,2,0.20318991761389668,0,1,0.9501,1,
310,32,17,1,8,1,20.0,0,1,-0.6789825394585658,0,0,1,9,0,0.25924960305858935,0,0,0.6194,1,
311,7,14,1,0,5,1.882657681452934,1,1,-0.6805367553635363,1,0,1,6,2,0.18158738558515347,0,0,0.9794,1,
312,6,14,0,4,3,18.374139115093694,0,1,1.3100811481185977,0,0,1,10,0,0.23064736841133737,0,0,0.9047,1,
313,12,17,1,1,5,9.040195743373632,1,1,-1.4943797821111429,2,0,1,2,1,0.20318494442542265,0,0,0.9777,1,
314,38,17,0,5,3,8.956109172911749,1,1,0.5013129522723907,1,0,1,4,0,0.2376476428238788,0,0,0.9818,1,
315,13,17,1,7,2,17.75330226907771,,1,-0.7675719504218481,1,0,2,8,2,0.3196763141726504,0,,0.8384,1,
316,20,17,1,5,4,2.301964479520808,2,0,-1.7844107586884026,2,1,1,5,0,0.20820074519018444,0,1,0.975,1,
317,7,13,1,5,1,,0,1,-0.8164953064564568,1,0,1,7,1,,0,0,0.8203,1,
318,9,17,0,3,5,4.518055644720636,1,1,2.908063643901753,0,1,1,8,3,0.238408150921948,0,1,0.9981,1,
319,32,13,1,7,2,5.757101112608171,0,1,0.31322838468682523,0,1,2,9,0,0.2765726306333032,0,0,0.9317,1,
320,36,17,0,7,2,2.758566162262942,0,1,-0.8113796324707918,1,0,1,6,3,0.23912242453204294,0,,0.966,1,
321,41,16,1,3,3,9.572352941591074,1,1,-1.8333866487475166,2,1,2,10,1,0.22550604910354774,0,,0.922,1,
322,27,15,0,4,2,,1,1,-1.7003897788938187,4,0,2,11,0,0.20537835917550024,1,0,0.8333,1,
323,14,15,1,4,2,4.01329556742129,0,1,-0.08566987688340358,0,0,1,9,0,0.23709003604853462,0,1,0.9508,1,
324,21,16,0,3,2,1.8382504143622866,0,1,0.8181839798762591,0,0,1,6,0,,0,0,0.9877,1,
325,8,16,0,6,1,1.9613385443331182,0,0,-0.9160503241700857,1,0,3,20,1,0.32,0,0,0.6933,0,health_related
326,12,15,0,6,3,3.0924407628470734,0,0,-1.3839175911851633,4,0,1,5,3,0.19400345188610574,1,0,0.859,1,
327,23,13,0,5,3,3.9237179065639816,0,0,-1.2951615971771582,0,0,1,7,0,0.2195468904784974,0,0,0.938,1,
328,37,14,0,3,2,9.729848932247169,0,1,-2.133617689561631,1,0,1,4,0,0.23215817305107797,0,0,0.8339,1,
329,13,13,0,4,2,4.527264594214471,0,0,-1.2326547379891264,0,1,1,1,1,0.32,0,1,0.9587,1,
330,18,17,0,5,1,3.027466112534932,0,1,-2.8289312887376714,5,0,2,10,1,0.24731527378833798,1,1,0.6097,1,
331,2,17,1,5,2,2.637143228859857,0,1,0.9406945988358346,0,1,1,2,1,0.2909717216406393,0,0,0.9802,1,
332,3,13,1,5,4,,0,1,-2.7267899539754534,1,0,1,5,2,0.22048246039489144,0,0,0.9096,1,
333,26,16,1,6,2,2.593260570990029,0,1,0.9166082581613555,0,0,1,7,1,0.23527766687395124,0,0,0.9504,1,
334,46,14,0,3,1,2.2846374684732678,0,1,-2.5320646994622016,5,0,3,11,0,0.32,1,0,0.5415,1,
335,28,15,1,9,1,4.574899408001102,,1,-0.9047185983032178,0,0,1,2,2,0.22125824619238482,0,1,0.9762,1,
336,2,17,1,13,2,4.118406452854299,1,1,-1.1095045946540838,2,0,1,3,1,0.31656080282961635,0,0,0.717,1,
337,27,15,1,3,2,1.506951352663626,0,1,1.0852075485562174,0,0,1,0,1,0.28314821168600846,0,0,0.9898,0,financial_instability
338,6,17,0,6,2,,0,1,-3.2315153749898253,4,0,1,6,0,0.269272865419951,1,0,0.3513,1,
339,33,14,0,7,3,7.362558679446277,1,1,-1.083463133963912,0,0,2,10,0,0.21475995262109415,0,0,0.8675,1,
340,22,14,1,6,2,14.299063523414327,2,1,-1.2249556278625604,2,0,2,9,0,0.32,0,0,0.8832,1,
341,18,17,1,5,2,3.934121922535393,0,1,-0.16946258317626867,0,0,1,3,2,0.23302391404113215,0,1,0.974,1,
342,10,17,1,10,2,13.652594529528995,0,1,-1.9031045213487254,2,1,2,17,0,0.2707613357466963,0,1,0.6631,0,health_related
343,9,16,1,9,3,4.907109856106593,1,1,-0.21381626203711668,2,0,1,4,2,0.24360101036016307,0,0,0.9652,1,
344,16,17,1,5,1,10.099100813494246,0,1,-3.53017963718084,3,1,1,6,1,0.28639335542461997,0,0,0.4968,0,academic_performance
345,22,15,0,4,3,1.344329002639058,1,1,-0.7626515028260994,1,0,2,11,0,0.30774950633515485,0,,0.9219,1,
346,27,16,1,2,4,2.9730913304939435,2,0,0.8093459755934364,0,0,1,5,2,,0,1,0.9948,1,
347,33,13,1,4,2,7.527725616143755,1,1,-3.281804214483098,5,1,1,5,0,0.24164105734237867,1,0,0.6002,0,other
348,46,15,0,7,1,7.801621915457547,0,1,-1.0509975390281427,2,0,1,7,2,0.29832591507664985,0,0,0.788,1,
349,2,16,1,6,3,7.814219019558066,0,1,-0.5493145500517334,1,0,1,2,3,0.22917541836823113,0,0,0.9775,1,
350,45,14,1,8,3,16.63255758756857,0,0,-0.479867014719403,1,0,2,6,2,0.26566341256129516,0,1,0.8407,1,
351,27,14,0,3,4,7.226761745983527,1,1,1.0035412714039165,0,0,1,4,1,0.25510566935330004,0,1,0.9919,1,
352,4,13,0,7,1,8.369149683700225,0,1,-0.9876697534764023,0,0,3,20,0,0.32,0,0,0.6809,1,
353,41,15,0,2,3,9.54219569744039,1,0,-1.5835083504081402,4,0,1,6,0,0.2816286096172968,1,0,0.8043,1,
354,41,14,1,10,2,10.951904976221844,0,1,-0.913498074478304,1,1,1,7,0,0.2009689411579769,0,,0.8439,1,
355,14,16,0,4,1,4.052796891900044,0,1,-1.0514924871175089,1,0,2,15,0,0.26351744675968153,0,,0.8547,1,
356,8,14,1,1,3,9.318221091156946,2,0,0.42615931263429535,0,0,1,4,0,,0,0,0.9569,1,
357,15,16,1,5,3,2.135634336771458,0,1,0.2379228346149394,0,0,2,10,0,0.1950650683048497,0,0,0.9685,1,
358,39,13,0,3,4,0.31363791367244764,1,1,-0.9022235566260678,1,0,1,5,1,0.17910580971598683,0,1,0.9882,1,
359,44,17,1,3,2,9.69791581061827,0,1,-0.639149639030323,0,0,1,8,0,0.21007246763059695,0,0,0.9365,1,
360,14,13,0,8,2,7.938940708776073,2,1,-0.8476909571552309,2,0,2,15,0,0.32,0,0,0.8222,1,
361,23,14,1,2,2,3.325012324853392,1,0,-3.2951967967305986,6,0,2,12,1,0.32,1,1,0.6472,1,
362,34,14,0,6,2,10.218367456696047,0,0,0.6938867490539719,0,0,1,4,0,0.32,0,0,0.9381,1,
363,9,16,1,7,2,,0,1,0.2534916449711604,0,0,1,5,1,0.313449069255613,0,0,0.9726,1,
364,34,15,1,9,1,15.657219333270728,0,1,-1.3504572470303216,2,0,1,5,0,0.2394031484610585,0,0,0.7591,1,
365,11,16,0,2,5,4.438914363064454,2,1,0.33212114611431187,0,1,1,7,1,0.19791240460287257,0,0,0.9876,1,
366,40,16,0,1,4,,2,1,-3.223265851158064,4,0,3,14,0,0.19014481735765473,1,0,0.8771,1,
367,7,16,0,5,4,4.727068159208732,1,1,0.8419265242473831,0,0,1,5,2,0.2745603536047033,0,0,0.9811,1,
368,47,15,1,3,2,18.725649597841418,1,0,-0.2280014834230106,0,0,1,5,2,0.25013987758144757,0,0,0.8721,1,
369,34,15,0,2,2,2.1578180634035706,1,1,0.6032781287953402,0,0,3,12,0,0.24717857982421124,0,1,0.9741,1,
370,13,15,1,3,4,6.374682677701828,0,1,0.40698174918278285,1,0,1,5,0,0.16071975507818964,0,0,0.9728,1,
371,38,16,0,3,5,1.2079962304882617,0,1,0.4120710766615817,1,0,1,6,2,0.15893980348346146,0,0,0.9898,1,
372,30,16,0,3,4,5.905112117715141,2,1,-0.16286009123182515,1,1,1,8,1,0.27793021685152497,0,1,0.9718,1,
373,23,15,1,9,1,13.763228128380005,,1,-2.3192405225856807,4,0,3,18,0,0.2529855110683402,1,0,0.3817,0,health_related
374,35,17,1,4,4,5.125595640278176,0,0,0.306168207257839,1,1,1,4,2,0.26334012244005817,0,0,0.9878,1,
375,33,13,0,5,2,8.885404755998316,1,1,-3.7890916304635347,3,0,2,13,0,0.24560667947808787,0,1,0.444,0,academic_performance
376,4,15,1,4,1,2.0712612600207474,0,1,-1.6462267151025995,2,0,2,7,1,0.3193993667978502,0,0,0.9218,1,
377,11,16,0,5,2,2.5909058656618926,0,1,-0.5929443365907419,1,0,3,13,0,0.2430354678487669,0,0,0.9416,1,
378,32,16,1,4,5,5.4884485973745365,1,0,0.428991619043665,0,0,2,10,2,0.22649394895576172,0,,0.9773,1,
379,20,15,0,3,2,12.183537336940766,0,1,-1.0688059503674083,3,0,1,2,1,0.32,0,0,0.8703,1,
380,16,17,0,5,4,9.35263102992247,2,0,-1.2027183071885135,2,0,1,7,1,0.26471878580252456,0,1,0.9447,1,
381,26,13,1,10,2,2.207939481893056,0,1,-1.2296226830951482,2,0,1,2,1,0.32,0,0,0.9064,1,
382,8,13,0,6,1,12.371370594955122,0,1,-1.253575384702946,1,0,1,2,2,0.32,0,1,0.8961,1,
383,47,15,0,4,3,2.227912094956314,0,0,-0.7777240875589158,2,0,2,8,1,0.21210605343991892,0,,0.849,0,health_related
384,26,16,0,3,2,13.486923811181432,,0,-0.9030592228415921,1,0,1,7,0,0.2676015690260122,0,1,0.7365,0,commute_distance
385,1,15,1,5,1,7.06853792307353,0,1,-1.440759988431333,1,0,1,7,1,0.25832669204430825,0,0,0.9298,0,financial_instability
386,22,16,1,4,3,3.5165964275578467,0,0,-0.3018517770988108,1,0,3,12,0,0.2502833516740098,0,0,0.9537,1,
387,35,16,0,2,3,4.824957451288003,2,0,-2.006657691553959,1,0,2,9,1,0.1847114983182171,0,0,0.9043,1,
388,28,15,0,2,1,17.051469323181912,0,1,-2.447765957636183,3,1,1,3,1,0.2627722950239108,0,,0.5746,0,academic_performance
389,24,14,1,2,1,6.655798528225843,1,0,-0.04275078889907791,0,0,1,4,1,0.32,0,,0.953,1,
390,31,16,0,2,4,7.4926471945011945,0,0,-0.9726325661256269,1,1,3,19,1,0.2789406278863236,0,0,0.8091,1,
391,2,15,0,4,3,4.468415534295637,1,0,-0.7647390973978083,2,0,2,11,2,0.2142560287678621,0,0,0.9078,1,
392,24,17,1,6,1,7.5907340326855115,0,0,-2.4140778828630123,3,0,1,4,0,0.22079170001562176,0,1,0.6309,1,
393,19,14,1,5,4,,2,0,0.23720327503510652,0,0,1,1,2,0.24542083544998422,0,0,0.9698,1,
394,43,16,0,7,2,1.6531172794342965,2,1,-0.7034528205266961,1,0,1,5,3,0.32,0,0,0.976,1,
395,28,16,1,6,4,4.235238262368954,0,1,-1.2377381337348783,2,0,1,2,1,0.24481923254348037,0,0,0.9485,1,
396,9,15,0,5,4,1.6788689293194985,2,1,-2.2697072531136566,3,0,1,7,0,0.2596920765875421,0,0,0.9161,0,academic_performance
397,41,17,0,3,1,7.159470846187594,0,1,-1.7750000543399702,4,0,3,8,1,,1,0,0.6671,1,
398,14,16,0,4,2,2.025299352204964,0,1,-2.349979468499896,5,0,2,7,3,0.25895444673271517,1,0,0.7768,1,
399,47,17,1,4,4,20.0,1,0,0.13659295491960227,1,0,2,13,0,0.19651971597873136,0,0,0.7989,1,
400,17,16,0,4,5,2.166161434906056,1,1,0.6658729342500093,0,0,1,5,2,0.16365523555023645,0,0,0.987,1,
401,40,14,1,6,3,7.276729062721881,0,1,-0.3385815146043395,1,0,1,7,0,0.2867958709137365,0,0,0.9167,1,
402,37,14,0,6,3,3.158640318758159,,0,-0.7328218971853475,1,1,1,1,1,,0,1,0.9642,1,
403,34,17,0,4,5,2.1399959005219387,0,1,0.4534789407531868,0,1,3,10,1,0.19756470110083174,0,0,0.988,1,
404,31,13,0,6,1,10.914303201164909,0,0,0.41296434232566126,0,0,1,3,0,0.31858053136201747,0,,0.8996,1,
405,2,17,1,2,3,17.662149389343618,1,1,-0.010630613540090761,1,0,1,4,1,0.2559093264044645,0,0,0.8086,1,
406,10,17,1,6,3,5.2346646697205514,0,0,-1.6193768002614248,2,0,1,3,0,0.24642364732447752,0,0,0.7793,1,
407,42,17,1,4,2,6.097342006853017,1,1,-0.8566578760531983,0,0,1,3,0,0.2527724579746066,0,0,0.9309,1,
408,35,15,1,4,3,10.560022915600964,0,1,-1.0036557961772603,1,0,1,3,2,0.1814382975954057,0,1,0.9507,1,
409,22,16,1,8,2,5.605240824514658,0,1,-0.6033943064165637,2,0,2,9,2,0.26494529633956465,0,0,0.9496,0,household_pressure
410,37,14,0,6,1,8.708672310271607,0,1,-0.4241024094087824,2,0,1,4,2,0.32,0,0,0.8183,1,
411,31,13,0,6,2,13.721996433800628,2,1,-0.8726819568469885,0,0,2,15,1,0.2425937974318244,0,,0.8959,1,
412,37,14,1,5,1,6.114256837553195,0,1,-1.7210829014529843,3,0,3,13,0,0.28037412833253383,0,0,0.6353,1,
413,26,17,1,5,3,1.8327164151651536,2,1,-1.244742596079909,1,0,2,8,1,0.26874143141472806,0,,0.9331,1,
414,4,14,0,4,4,8.381693378765268,2,0,-0.8038091355948567,1,0,1,6,1,,0,1,0.9526,1,
415,20,16,1,6,1,2.411270035384576,0,1,-3.809017305880548,5,0,2,10,1,0.3184760390075202,1,0,0.6924,1,
416,10,15,1,5,4,20.0,,1,0.0014618235240519972,3,0,1,7,2,0.18841200043956846,0,0,0.7771,0,commute_distance
417,41,17,1,6,1,5.822976466218327,0,1,-0.38281018763578634,2,0,2,13,1,0.26714833477801236,0,0,0.8526,0,health_related
418,43,15,0,8,1,8.255528812278977,0,1,-1.1328116376474113,1,0,1,2,0,0.32,0,0,0.8937,1,
419,10,15,1,6,2,1.79126160759836,,1,-2.180656664132754,3,0,1,3,0,0.2770206510274429,0,1,0.8444,1,
420,42,14,1,5,2,14.489529633954646,0,1,-0.6925575186704349,0,1,1,4,0,0.2916944677139639,0,1,0.9177,1,
421,16,16,1,5,4,5.328320057302039,,1,0.3503978684610518,0,1,3,11,2,0.17814749598724441,0,0,0.9771,1,
422,10,13,1,5,3,7.190363017971691,2,1,-0.32606728786926487,1,0,1,3,1,,0,0,0.9766,1,
423,13,17,1,3,1,14.397272347861655,,1,-0.301025600192833,1,0,1,5,0,0.32,0,0,0.8327,1,
424,26,17,1,10,1,,1,1,-0.8619909710888385,1,0,1,4,0,0.2734035254187722,0,0,0.8798,1,
425,12,13,0,4,4,6.01579192407093,0,1,-0.45774439006324774,1,0,3,11,1,0.1806402383410184,0,1,0.9656,1,
426,13,13,1,9,2,9.498914724020391,0,1,-1.3729676242105209,3,0,1,3,2,0.22742086808118217,0,1,0.8648,0,household_pressure
427,33,17,1,1,3,6.437532077385033,1,1,-1.1217544758140936,2,0,3,14,0,0.23092336039359385,0,0,0.779,0,health_related
428,20,17,0,5,1,8.235715087327938,0,1,-1.862485563238595,2,0,1,3,2,0.2944210826406254,0,0,0.9013,1,
429,33,15,0,9,3,5.073239669603248,0,1,-0.7642368903863624,1,0,1,5,2,0.19643989814533327,0,,0.9219,1,
430,1,13,0,5,2,4.905234313712527,1,1,-0.6237576169776331,3,0,2,17,1,0.3049979626441439,0,0,0.8934,1,
431,5,13,1,9,1,,0,1,-1.9959321106764112,3,0,1,4,0,0.32,0,0,0.8917,0,household_pressure
432,14,15,0,5,2,14.593680391565053,1,1,-3.4091693841984476,6,0,1,8,1,0.29964746416974614,1,0,0.3756,0,academic_performance
433,18,17,0,4,3,16.476298418988485,1,1,-1.9789676738357072,2,0,1,6,1,0.3063309229213351,0,0,0.6079,1,
434,13,16,0,2,3,5.771014476840058,0,1,-0.6816648943539556,2,0,1,3,2,0.21399611779954442,0,1,0.9689,1,
435,19,13,1,1,2,20.0,0,1,-2.0464065463907852,4,0,1,6,1,0.2810111968124417,1,0,0.7248,1,
436,44,16,0,3,2,8.031926944992655,2,1,-2.7908348768819673,4,0,3,17,1,0.2691474463378758,1,0,0.5809,1,
