age_at_enrollment,gender,resource_dilution_index,socioeconomic_status_index,commute_barrier_score,digital_equity_access_score,nutritional_support_access,gpa_trend,failed_subjects_count,strength_science_indicator,chronic_health_risk_score,health_related_absences,social_integration_score,cash_flow_volatility,academic_catchup_status,psychosocial_support_access
14,1,1,4,1.7800848268607417,1,1,-1.9048802478014872,3,0,1,4,1,0.31814887973860606,0,0
13,0,8,2,1.60258102622509,0,0,-0.7687732763140668,3,1,1,3,0,0.1329860700280901,0,0
16,0,1,3,14.823660777253064,2,1,0.17174421644262167,2,1,2,7,3,0.12336164838023908,0,0
14,0,4,1,13.031151887931644,2,1,-0.054803440585948035,1,0,1,5,1,0.2270557928958154,0,0
13,0,2,4,11.132183054572572,1,1,0.4493106752724315,1,1,1,7,3,0.25645967059686703,0,0
17,0,3,2,5.2162107531397695,1,0,1.7298623121645715,2,0,1,5,1,0.3109331365416691,0,1
16,0,3,2,3.096128522518482,2,0,0.810812847554826,2,0,3,10,2,0.19455899679738164,0,0
16,0,5,3,5.837134298772079,0,1,0.37223021635036113,2,1,1,9,2,0.27328273462826613,0,1
13,1,8,5,3.063314905947045,0,1,1.6253361826455577,0,0,1,6,3,0.1385654942019024,0,1
17,1,5,5,1.2264770735500463,0,0,-2.1611417540795506,1,1,2,12,1,0.2968138692178544,0,0
15,0,6,3,1.7672776980376104,2,0,-1.0993514821981378,0,0,3,14,2,0.2079176879933619,0,0
14,1,2,4,0.4527717233657819,1,0,-0.9381805966364247,0,1,2,12,1,0.30101794069961485,0,0
13,1,1,3,2.1668753412575854,0,1,1.2097974551944684,1,1,1,7,0,0.14767163700981845,0,0
15,1,10,2,10.35794557365885,2,0,0.9792879558836096,3,0,1,2,2,0.29734783444844504,0,0
14,1,2,2,9.393945910274365,2,1,-0.7278749747395511,3,0,1,3,1,0.30991448262128773,0,0
15,1,3,4,1.08283633259224,1,0,1.857487861929124,1,0,3,15,3,0.17653559055628681,0,1
16,1,3,5,7.4599257925050075,1,0,1.1036401722037708,1,0,2,15,1,0.18159679456876004,0,0
13,0,5,4,4.581954504878444,1,0,-2.366761234020656,2,0,1,6,3,0.20958664188223944,0,1
13,1,1,3,4.0072968703355585,0,1,0.7212157999474014,4,0,1,7,3,0.1535355477334486,1,1
16,0,5,3,3.085869262408649,2,1,-0.20739925179182112,2,0,3,11,2,0.23278745446755114,0,0
16,0,2,1,8.25052574999802,0,1,-0.949914159166372,1,1,1,2,3,0.2458378820296236,0,0
13,0,2,2,2.0763260516399304,1,1,3.1379058811044223,3,1,1,5,3,0.2638650798785913,0,0
17,0,4,5,3.6327521679636003,0,1,-0.4977892058905562,1,0,1,3,3,0.2828850477835913,0,0
15,1,6,1,6.109631917551644,0,1,-0.2695581135505312,2,0,2,7,1,0.23882800262106102,0,1
16,1,4,4,3.5488857602011628,1,1,-0.9234414842430796,2,0,2,11,0,0.2810963466279947,0,0
17,0,3,3,5.139023614262575,0,0,-0.30154876517920326,1,0,3,12,3,0.2421009390916561,0,0
14,0,4,4,2.5276716586219368,2,1,0.573097254551069,0,0,2,12,0,0.2659742428091829,0,0
15,1,6,1,5.877320562751846,0,1,0.3597215925159038,0,0,1,8,1,0.27102438139342433,0,1
13,0,4,3,4.537401224735122,1,1,1.3158709554303774,1,1,1,4,3,0.27197937237243164,0,0
13,0,1,1,2.6208713769020884,2,1,-1.1286032128427956,1,1,1,6,0,0.295066753241341,0,0
13,1,3,5,6.025811664544404,0,0,-2.1086167473799837,2,0,2,8,0,0.19825910581565945,0,0
15,1,3,2,6.386280413201377,2,1,2.4624169746670947,0,1,1,6,3,0.19762450478494956,0,0
16,1,2,3,14.145276006019753,0,1,-1.720758975490614,1,1,1,2,0,0.19825970803166937,0,0
17,0,5,2,2.337144523233453,1,1,-2.4604132827597303,2,0,1,3,2,0.2348790225785341,0,0
13,0,4,5,4.132395767118177,2,1,-0.34363020881883133,0,0,1,5,3,0.1612828953074334,0,1
13,0,2,3,2.0524936210176876,0,1,-0.4546014653413083,1,0,2,8,2,0.15024610893245166,0,0
17,1,6,4,3.5454126669196517,0,0,2.2701126839359316,2,1,2,7,1,0.17091130413488553,0,1
16,0,2,1,14.224598911105,0,1,-0.7394186005128567,2,0,1,5,3,0.20640880182636848,0,0
17,1,3,2,8.369978662992958,0,1,0.835970699937288,0,0,2,9,2,0.14047219352705265,0,0
17,0,4,4,0.5108490551422022,0,0,-0.48608494834838384,4,1,1,6,1,0.1704606598351708,1,0
17,0,6,1,3.1787604049265816,2,1,-1.2856532454602627,4,1,1,3,3,0.16332194217527868,1,0
13,1,7,4,2.7208304625445074,0,0,-3.8199310661087997,3,0,1,4,3,0.3155130122895785,0,0
13,0,1,1,8.805636855997085,1,0,-0.11222180598268514,0,1,1,4,3,0.16306443585625263,0,1
16,0,3,5,2.6630822285271423,0,1,-0.8221899930548799,1,1,1,8,3,0.14910107452430718,0,1
14,1,6,1,8.862507130677118,2,0,0.07145735818329978,1,0,1,3,1,0.24476854696867037,0,0
13,1,0,5,1.3670749870281118,1,0,-1.6785218009336353,0,1,1,5,0,0.2537360625937004,0,0
16,1,3,5,1.6170684678666005,0,1,0.6073299956132894,0,0,1,4,3,0.28859494571939864,0,0
16,1,4,3,14.713606834274254,1,1,1.3758779775029315,2,0,1,2,2,0.24673885506555698,0,0
14,0,4,5,4.281967667508887,0,1,0.13059220153802553,4,0,1,3,1,0.23213331268109066,1,1
15,1,3,3,3.3142385552177234,0,0,0.2694017621239844,1,1,3,19,1,0.29386337937856655,0,0
14,0,5,5,1.039404379705681,1,1,-1.114250016021569,0,0,2,14,3,0.2240370489602172,0,0
14,1,9,5,15.22900988411516,1,1,-0.1525942493756437,0,0,1,3,1,0.22416959311515,0,0
17,1,6,5,6.204790385271818,0,1,-0.09308144314158091,3,1,2,5,0,0.27763303742885015,0,0
15,1,6,4,6.269511555978548,0,0,0.8311600885652013,3,0,3,13,3,0.258792975858129,0,1
15,1,2,2,2.2916061993222225,0,1,-0.73121899355133,0,1,2,11,2,0.28134474953479904,0,1
17,0,6,5,7.558293516458834,1,0,-0.8688057344088682,2,0,1,8,0,0.22050441447266272,0,0
13,0,3,5,4.512108235842743,2,0,1.9802945020444787,0,0,2,7,0,0.17392497919908384,0,0
13,0,3,3,2.0866144853184845,2,1,-1.1152530468176334,1,1,3,19,0,0.13461819032917938,0,0
17,1,5,2,0.7883775055538246,0,0,-1.9874446453948083,3,1,1,2,1,0.25279691205961885,0,0
17,0,3,1,2.4914833477684044,0,1,0.7080072746408991,0,0,1,5,3,0.15318337010128572,0,0
13,1,9,4,2.8896676139709405,0,0,-1.807767736193501,2,0,2,12,0,0.2371365338206734,0,0
15,0,2,2,2.929035718589005,1,1,0.06793612291010083,2,0,1,5,0,0.2836528379322368,0,0
15,1,4,1,1.4304347939585753,0,1,-1.4255446995602772,3,0,1,5,1,0.12279836057484772,0,0
13,0,3,1,1.627812370609628,0,0,0.46573590062404147,3,0,2,13,1,0.27160553799664555,0,0
17,1,4,3,10.138419562470366,2,1,-0.4362181608296149,3,1,3,9,1,0.1798689100046277,0,0
15,1,2,2,4.634213332988039,0,0,-1.2687548773205441,0,1,3,17,3,0.26616438630425115,0,1
16,0,2,3,2.342486635226487,0,1,-2.55907065780953,2,0,2,12,1,0.2702112969990711,0,1
16,0,1,4,3.9768521808737334,0,1,-2.4631765745605314,1,0,1,5,3,0.16326437587414297,0,0
13,1,3,5,0.9322565670100015,0,1,1.0651471537294546,2,0,1,2,3,0.31317248240810003,0,0
16,0,5,2,2.865954457464622,0,0,-0.8236970948814538,2,0,3,13,2,0.224133218054848,0,1
17,1,6,3,0.9901667435225358,0,1,0.9639197380848334,1,0,1,5,3,0.19632944423658674,0,0
16,1,5,1,4.0288190021360055,0,1,1.3648540670919898,1,0,1,4,2,0.27045743698938773,0,0
14,0,3,5,2.5655333117551256,2,1,-1.3107479226944974,1,0,1,6,2,0.2960485785329259,0,0
15,1,3,1,5.386096423719627,0,1,3.1620712850684924,1,0,1,6,2,0.24583849522156995,0,0
13,1,5,3,7.801930576086075,0,1,2.1721471785844364,3,1,1,7,2,0.17697317451205613,0,0
14,1,1,3,7.14070374592392,0,1,-0.4466937091722364,2,0,1,9,3,0.12512575800542886,0,0
14,0,7,2,2.721303024186954,1,0,-2.187654954110684,2,0,1,3,1,0.25724980444126855,0,0
16,0,6,4,3.1359036162201837,0,0,-1.3068104615668275,1,0,3,17,1,0.18003382519239472,0,0
13,1,2,2,4.1904768480914605,2,0,-0.352090253604011,0,1,1,4,1,0.18891528357148135,0,1
13,1,1,3,10.847938447148866,0,1,-1.3156662395925094,2,0,1,2,1,0.2978849993998356,0,0
15,0,6,1,3.4656021891847044,0,0,-0.1709705958002809,0,0,1,2,2,0.16405480199403627,0,1
13,0,5,2,2.6849688584584324,0,1,0.17812144417574094,1,0,1,3,3,0.1650884548742296,0,1
15,1,3,5,4.439515537359095,2,0,-0.3956726565730486,1,0,1,2,1,0.23675749032096238,0,0
17,0,2,1,1.0851800073648499,2,0,0.7850634503670557,0,0,1,3,1,0.21782597662617303,0,1
13,0,5,3,8.418043572401045,2,1,-0.2067191078130531,0,0,2,8,1,0.28005074457644463,0,0
14,1,4,2,1.752728382528883,1,1,-2.3258415777427652,2,1,1,7,0,0.15784997333936446,0,1
15,1,5,3,5.287286332825106,0,1,1.4956210407257529,3,1,1,5,1,0.19412526111085426,0,1
17,0,3,1,6.533313697517535,1,1,-0.11261414921515858,2,1,1,8,3,0.3025951822186828,0,1
13,0,5,3,8.036817721732133,0,1,-1.789414637225294,0,0,1,6,1,0.2727154159974573,0,0
17,0,4,1,5.184254137944929,0,1,0.6192241690276394,5,0,1,7,3,0.2501738661590348,1,1
17,0,1,3,3.9466156721936647,0,1,0.13582433514363865,2,0,1,6,2,0.13890713887553435,0,0
17,0,7,3,11.261243613721653,0,1,1.3697396037467313,1,0,2,4,3,0.22336976808068926,0,0
16,1,5,3,2.7385489545175883,0,0,-0.6169161761801498,2,0,1,7,1,0.1692832311813601,0,0
15,1,1,4,1.298415845023289,0,1,-0.5724118785339772,1,1,2,9,3,0.17318647570943493,0,1
17,0,6,5,8.619298893325366,1,1,-1.8156982830118005,4,0,3,12,0,0.17370058037249697,1,0
17,0,5,4,3.3527359591851322,0,1,2.624192966673569,0,0,1,13,1,0.2916711542272856,0,1
14,0,4,2,5.995795106641204,0,1,0.5497123562370878,0,0,3,18,1,0.2358767385844311,0,0
17,0,6,5,5.909860792335181,1,1,-0.6724743724144278,0,1,1,12,3,0.3173533900490912,0,0
15,1,6,2,3.947745884480749,1,1,-0.09865329150727142,3,0,1,3,3,0.15289328341235717,0,1
14,1,4,5,4.331451979070459,0,0,-0.3184238353698611,0,0,2,16,0,0.28046677390141617,0,0
17,1,5,1,2.0368582361584413,1,1,-1.2921797014196241,2,0,1,9,0,0.23590556917882735,0,0
15,0,4,2,0.3676911329612869,0,1,-2.1041497770565054,0,1,1,5,0,0.28550808457115884,0,0
15,1,6,1,4.280601083104286,0,0,-1.4420313482098803,2,1,1,3,0,0.22056080931911728,0,1
16,1,4,4,2.7129952687749963,0,1,2.6092786225683424,2,1,1,4,1,0.2884722950767752,0,0
17,1,3,4,3.755647675660967,0,1,-1.7783718891069147,3,0,3,18,0,0.2640228201022172,0,0
13,0,4,4,3.830779494545503,0,0,2.4525924934947705,0,0,2,9,0,0.14949442004565203,0,1
16,0,7,2,1.0067335064075462,1,1,3.224149675630216,2,1,1,3,0,0.20334080228075874,0,0
17,0,2,5,2.3285608513536453,0,0,-0.5045640684489338,2,1,3,20,1,0.27015820852781136,0,0
16,1,7,5,2.9347338595792034,0,1,-2.263172054382803,0,1,1,5,2,0.21594580249511353,0,1
16,0,5,2,1.7364589731127817,2,0,0.6890121082876384,0,0,1,3,1,0.12610679716905931,0,0
14,1,8,3,2.733578769079478,2,1,-2.2528294233877677,0,0,1,6,1,0.13207835645171662,0,0
13,0,4,4,8.354614797430326,0,1,0.21319293311977078,2,1,2,7,3,0.20918611689250113,0,1
14,0,5,5,3.99129888311399,1,0,-1.3107412040704365,0,0,1,2,3,0.15280711132109848,0,1
15,1,5,2,6.2132260428988575,1,1,-2.7469535730790837,2,0,1,2,0,0.2567461747880062,0,1
14,1,5,1,2.075685949731458,2,1,0.8430573165423292,1,1,1,5,0,0.18439510138771145,0,0
13,1,4,4,1.1825133665668768,2,1,0.9481180428054868,3,0,1,7,0,0.3031547343349884,0,0
14,0,5,4,2.696639745402956,2,0,0.07424142349768725,2,0,2,8,1,0.15587906407625202,0,0
13,0,2,1,8.817509451045915,1,0,0.5636797695621181,2,0,1,9,2,0.2640993620758027,0,0
14,1,5,2,1.5550728553534654,2,1,0.6100401701283609,3,0,1,4,2,0.1529614910791008,0,0
14,1,6,3,2.298030137537927,0,0,-0.6857263712100197,3,0,1,6,1,0.3092614494425986,0,0
16,0,7,3,6.7577992710595325,1,0,-0.31660005322406226,3,0,3,18,2,0.26826612188715804,0,0
13,0,3,3,4.91996081315687,1,1,-0.320834113957997,1,1,1,4,1,0.26809482518114014,0,0
16,0,7,4,3.7654627713839584,2,0,1.2209938124206872,0,0,1,7,0,0.30911315769997605,0,0
14,1,9,5,5.067304086622933,0,0,1.3168292628091887,2,0,2,8,2,0.25295432850190613,0,0
16,0,6,1,5.04615388014285,1,1,0.5722758416200704,3,0,1,10,2,0.21524435637002765,0,0
16,1,4,3,9.219999190189165,2,1,2.9588854165939336,0,1,1,4,2,0.15558897882251346,0,0
15,1,6,3,4.639854003107282,1,1,2.961582581492646,0,0,3,22,3,0.23933223833425757,0,0
16,1,3,5,1.1746637159137956,0,0,-0.743940446706015,1,0,1,3,0,0.13347604656734108,0,1
14,1,1,5,1.911584202164816,2,1,0.7306614769646618,0,0,1,8,3,0.21666671401549004,0,0
17,0,5,4,5.921057606820522,1,0,-0.6661147529508031,3,0,1,6,1,0.2581015989263758,0,0
13,0,3,4,8.399375985850995,1,1,0.11726446906648119,2,1,1,7,0,0.16848962482180763,0,1
15,1,6,3,4.933778209305376,0,1,-2.3031495073681305,6,1,2,10,0,0.13637947478547296,1,0
13,0,7,1,5.1561083438697075,0,1,3.0490839626974733,0,0,2,5,3,0.2788634977307596,0,1
13,1,5,4,2.5589153805431493,0,0,-2.811856551774971,1,1,1,4,3,0.13313134776939714,0,0
17,0,5,3,0.8745556335827781,2,0,4.0,2,0,1,7,3,0.12332308606725557,0,0
15,1,6,2,1.3344975642081205,1,1,-2.694003483051154,2,0,1,5,3,0.26934376201337873,0,0
14,0,7,1,7.041989503871383,0,1,-1.2469581207934932,1,0,3,18,3,0.2498608568736675,0,0
13,1,1,2,0.9987164932202335,1,1,-0.8220520238194121,0,1,1,8,0,0.2833774953441004,0,0
14,1,9,1,4.631771340808639,1,0,1.286388288840766,0,0,1,8,0,0.28878808733079386,0,0
16,1,3,3,16.214007013955715,0,1,0.4584207467141208,4,0,1,10,3,0.12845248861771788,1,0
13,0,4,2,9.845071521438669,1,0,1.133996584963394,1,0,2,11,1,0.14000184236145796,0,0
16,0,9,4,3.6437348819920183,1,0,0.7082150522036575,2,0,2,13,3,0.12566541983060536,0,1
17,1,6,2,3.4206878862783228,1,0,2.412136864003069,1,1,1,5,2,0.2411457896661874,0,0
13,0,6,1,1.7908549503562834,0,0,-2.5614406889405013,0,0,1,4,2,0.2973161752086759,0,0
13,1,8,4,1.9926890774549881,0,1,1.4642697857402007,0,1,3,17,3,0.2596877769314132,0,0
17,1,5,2,3.3805844375965,0,1,-0.6165591902500784,2,0,1,6,2,0.3016699247784056,0,0
15,0,4,4,0.6004177498496097,2,1,3.9307239772843214,1,0,1,5,3,0.15635434258537304,0,1
16,0,2,2,6.749494940139216,0,0,1.5589796862611072,4,0,1,4,2,0.303082064128416,1,0
17,0,3,4,4.522683317537131,1,1,-2.704819805227125,3,1,2,14,3,0.19697894150483103,0,0
13,1,4,2,1.5472129650356323,2,1,1.9795959213013037,1,0,1,5,2,0.2154583931968077,0,0
14,1,4,2,2.2210628283902034,0,0,1.263249721708127,0,0,1,5,2,0.3107086232138469,0,0
15,1,4,5,1.8100530077216803,2,1,-1.428525687832361,0,0,2,5,0,0.28174162750680176,0,1
16,0,7,2,3.9289514466567517,0,0,-0.07469691894668265,3,0,2,4,2,0.2534516924315765,0,0
14,1,2,3,4.754218059741543,1,0,-0.014727923888188041,3,0,2,10,2,0.19663149400426866,0,0
17,1,8,3,3.3778057639261396,0,0,1.5043080870362098,3,0,2,16,3,0.18208741617918606,0,0
14,0,2,5,2.3169267164968037,0,1,-0.3171573558129159,3,0,1,6,2,0.20629351131277135,0,0
14,0,6,1,7.1863767590209555,2,0,-0.7593089016503796,3,0,1,10,3,0.2844500943258077,0,0
15,1,5,4,0.735121865878252,2,1,-1.253798592305148,1,1,1,4,2,0.14889959879363304,0,1
13,1,2,3,1.1853970342503704,0,1,2.775616374830267,2,1,1,3,0,0.16004292501928402,0,0
13,1,2,2,6.204733710141781,1,0,1.2415444482362394,0,1,1,4,3,0.23373673442961201,0,0
14,1,2,2,6.673401317238326,1,0,0.7244222602005175,2,0,1,5,3,0.274526551700467,0,0
16,1,5,5,2.036137724586945,0,0,-0.5111438682738595,1,0,1,6,0,0.2617664548664478,0,0
15,1,3,4,2.013192110173501,1,1,-0.043692119252140255,0,0,1,11,1,0.2403327848398476,0,1
13,1,6,5,5.529448667937435,0,1,1.7691253382951138,3,0,1,4,1,0.14428162921775384,0,1
15,0,7,4,3.8050725715273845,0,1,0.2218008844062654,3,0,1,3,3,0.1976862549285451,0,0
15,1,5,4,13.138203192857835,0,0,-2.09387670456223,0,0,1,6,1,0.1938479949489843,0,0
17,0,4,4,3.522955742215112,0,1,0.17691289710731073,2,0,2,15,3,0.20912066015631592,0,0
15,1,2,2,9.90113246317825,1,0,-0.8433221692077262,1,0,1,7,0,0.23474632961277364,0,0
14,0,6,4,5.117388484044798,1,0,-0.4619506015914092,0,0,3,14,0,0.2500547916979874,0,1
14,0,4,5,4.059918049531721,0,1,-1.6986120619092993,2,1,1,2,1,0.1807270036523418,0,1
15,1,8,2,5.984774423564305,0,0,2.6151451190954096,3,0,1,5,2,0.29709103974549406,0,0
13,1,4,5,3.2463163219757076,2,0,0.9974000725510772,1,0,3,17,2,0.23877430957979667,0,1
14,1,1,3,1.2163553773336613,2,1,-1.3669057094650467,3,0,1,4,1,0.2740903369360195,0,0
16,1,2,3,1.5892537220842538,2,1,1.0617654759682582,2,0,1,4,2,0.28519897374893244,0,1
14,1,3,4,1.5469361264055554,0,0,1.6314400638963997,0,0,1,3,3,0.3196407895101786,0,0
14,1,1,4,1.641426670969982,0,0,0.4590210192426543,1,0,1,7,1,0.29763596644153056,0,1
16,0,2,4,7.415581264755156,0,1,2.17044276815869,1,0,1,1,2,0.2716648007879834,0,0
15,1,5,3,2.1301303168838692,1,1,-0.6270761649751314,1,0,2,9,3,0.23859064369721894,0,0
14,1,3,1,3.123248045148721,0,0,-0.8811401622202487,1,0,1,7,2,0.2749998985982071,0,0
13,1,3,5,1.5093223998025511,1,1,-1.3999550049217362,3,0,2,8,1,0.27098798657880196,0,0
15,1,5,3,4.055209461695929,0,0,-0.4539048877254302,2,0,1,9,2,0.17158714550697224,0,0
13,1,1,4,1.130092078446633,0,0,3.728005112798848,0,0,1,5,3,0.31554717965164714,0,1
15,0,6,1,1.7332794507775542,0,1,1.1673412297052796,1,0,2,9,1,0.21751727784164168,0,0
16,1,4,5,5.29355954912009,0,0,0.6562345693735333,1,0,1,4,1,0.2725379690002231,0,1
16,1,5,1,11.705264317750057,2,1,0.579717657944663,0,0,2,4,2,0.27612562290819154,0,0
13,1,5,4,3.2945477808245744,0,0,-2.7169100415794847,2,0,2,11,2,0.21461357962691363,0,0
16,0,4,2,3.7836183609402303,2,0,0.5557538526518424,0,0,1,8,1,0.19695373593351695,0,1
16,1,2,5,5.435632237791776,0,0,0.6206841467907911,2,0,1,2,3,0.3145262104155755,0,1
15,0,5,3,2.3924558913262373,1,1,-0.2259221850017345,4,0,1,7,1,0.18381077552326508,1,0
16,0,7,2,12.389363213277466,1,1,1.111457899020848,2,0,1,6,1,0.2432046393671965,0,1
14,1,3,4,0.9174446666428275,0,1,-1.62116380772179,1,0,1,7,3,0.15441132779863448,0,0
17,0,5,3,5.458708076922742,0,0,-0.8098516875187194,3,1,2,17,2,0.1871813399040146,0,0
15,0,4,4,4.098960561137796,0,1,0.08478890710290812,2,0,1,6,2,0.12928096722797727,0,0
15,0,6,4,3.2276608919760097,0,1,-0.6861093867415846,1,0,2,15,3,0.2978212270338715,0,0
15,1,8,2,2.173619512707718,1,0,0.556915379015021,2,0,2,11,3,0.24370967467228283,0,0
16,1,5,3,5.3776354107410835,1,0,-0.7983465724176448,2,0,1,4,2,0.2817890320946084,0,0
17,0,6,5,1.2184285825697785,0,1,0.5163283601817166,3,0,1,2,1,0.2209621207467165,0,0
17,0,3,3,1.7558874709284422,2,1,4.0,4,0,1,6,0,0.1632554009579355,1,0
15,1,5,4,6.061738079241562,1,0,-0.6523253257887812,2,0,1,6,1,0.14372970056586537,0,1
16,1,7,5,1.0610726287471375,2,1,-1.11609366239718,1,0,1,2,0,0.13247953388389774,0,1
14,0,4,4,7.161067969558115,0,1,1.1068938663436407,1,1,1,0,1,0.30238915311464676,0,0
17,1,5,1,4.489251829053654,1,1,-2.3267754580566775,0,0,2,22,0,0.2322979871305968,0,0
15,0,2,2,5.6606446759219455,1,1,0.6955550936939046,2,0,1,7,1,0.22901915993452165,0,0
13,1,2,5,7.3448952418714555,1,1,0.7584049355155404,0,0,1,9,0,0.30608051360875493,0,0
13,0,5,1,6.341487069800796,0,1,-0.7999465601144835,1,0,1,7,0,0.15525370795213747,0,0
14,0,6,3,2.28690207334494,1,0,1.7911751588925005,1,0,1,3,1,0.1418335855978701,0,1
14,0,6,1,2.714758189394683,0,0,1.1823375566119658,3,0,1,4,3,0.2086996880953479,0,1
13,0,3,3,3.8968521721422005,2,1,-1.320957571024409,1,0,1,1,0,0.2385484799469793,0,0
17,1,1,4,3.301686824502585,2,1,-0.905677619953974,7,1,2,10,1,0.16002571352455391,1,1
13,0,1,1,0.7824496036022831,2,1,-2.2461580312764386,1,1,1,6,3,0.12993460549030963,0,0
13,1,1,4,8.403167199646344,0,1,1.4159369166340898,1,1,3,22,0,0.2896792213948376,0,0
16,1,4,2,3.2478443062077913,0,1,-2.0265130475189292,0,0,2,18,0,0.28027290597723276,0,1
17,1,5,4,1.4271363195228464,1,0,3.2055305782201113,2,0,2,10,1,0.16699027163113253,0,0
14,1,3,4,6.249325927510332,1,1,2.1874037616383064,0,1,2,7,0,0.2868858298758402,0,0
14,1,4,1,3.3520292565377425,0,1,1.9268612782681616,0,0,1,8,2,0.24586917753599305,0,0
16,0,3,3,1.5630469916747751,2,0,-0.5114547996840373,4,0,2,14,1,0.20543510829824602,1,0
17,0,6,5,8.421178302775282,1,1,0.3337129988071197,2,0,1,7,2,0.3033965574590348,0,1
17,1,4,4,4.40360420336813,2,1,-1.7544587720119713,0,0,2,10,2,0.2902368407896315,0,0
15,1,3,5,6.317097501044751,2,1,-0.7751162051919527,1,0,2,18,2,0.29566151953969055,0,1
13,1,5,2,1.4745724519415446,2,1,-2.419128727110998,2,0,1,4,1,0.21546154992767003,0,0
17,1,6,2,3.120587520462566,2,0,-0.14167095407556585,3,0,1,2,2,0.2764318082633833,0,0
16,0,3,4,5.296161648311239,0,1,1.7382182595849591,3,0,3,17,3,0.21757604992150714,0,0
16,1,4,4,3.015179050491276,0,0,-0.5341138072299758,2,0,2,10,3,0.2439001981850979,0,0
15,1,5,1,10.077157447460996,2,1,-1.779935936436067,1,0,1,7,1,0.1517345440175381,0,0
17,1,3,3,1.2512653608755246,1,1,0.862113347004877,1,1,1,4,1,0.25894374850582647,0,0
13,1,8,5,7.9516595547705835,1,1,1.6784209955304519,1,1,2,13,3,0.19410828108089787,0,1
17,0,2,4,1.9185115934173642,2,0,0.015957706788843916,1,0,1,4,0,0.2796860460571068,0,0
14,1,5,4,2.7260207562305343,0,1,-0.15481988983384665,0,0,2,12,2,0.16808131552363625,0,0
15,1,1,1,6.741068092548446,1,1,-0.8157119169026401,1,1,3,14,2,0.3012331790130741,0,0
14,1,3,4,0.4376329059633379,1,1,2.7557950351890987,2,0,3,8,1,0.1930782066572005,0,0
17,0,4,5,0.39378198195447534,0,0,0.9229352292282247,1,0,1,5,3,0.24396148201617351,0,0
17,0,4,5,8.895245674340462,2,0,1.6426572206772694,2,0,1,1,0,0.27657756935863387,0,0
16,1,5,4,1.1575005941213012,0,1,2.09282990376574,3,1,1,6,0,0.2307592828334654,0,1
15,1,7,1,6.3580375437515535,2,1,-0.6228676279015706,3,0,1,6,0,0.22945091854374833,0,0
14,0,8,1,6.240280381491553,0,1,2.664026928654144,1,0,1,6,2,0.19483639388945778,0,0
15,1,2,2,12.438889848146948,0,0,-3.349371675616632,2,0,1,7,3,0.2523878056748766,0,1
13,1,3,1,0.5095032642345187,0,1,0.2022687078673474,1,0,1,7,3,0.17015407211954572,0,0
14,0,6,1,3.748682322359672,0,1,1.9482892402816563,3,0,1,5,1,0.1987857492064085,0,1
15,0,0,1,14.125398185614541,2,1,2.812206054834626,0,0,1,5,3,0.12716815683558097,0,1
15,0,4,5,4.6021958837328185,0,0,-0.8190920302639979,0,0,1,5,0,0.16013009678933238,0,0
13,0,1,2,1.142363380517186,0,0,-0.9168425246531822,1,0,1,2,3,0.2000232887185566,0,0
14,0,3,2,1.088457073484703,2,0,1.6731574766494206,6,0,3,17,3,0.18462530003242955,1,1
14,0,3,5,10.675948080017758,2,0,1.2735827939164417,2,0,1,5,3,0.22347065833281,0,0
16,0,5,1,1.6626792956102785,0,0,-0.8250775637702705,1,0,1,7,3,0.15600259875789788,0,0
13,0,7,4,3.1124548658506814,0,1,0.7290401828103421,1,1,2,9,1,0.22430562610072013,0,1
17,0,7,1,9.511995006932494,1,1,0.30278853231096237,0,1,1,2,2,0.1875545832595327,0,0
16,0,4,3,11.13907383596301,0,0,-0.7493532921820942,3,1,1,3,1,0.15010428810467186,0,0
15,1,4,2,4.9950479946823,0,1,0.13071556799589001,2,0,2,11,1,0.272737962877054,0,1
13,0,4,2,8.28463797330054,0,1,0.04169472893803823,2,1,1,3,2,0.2582312962862623,0,0
17,1,6,5,6.073664031277372,0,1,0.8834674387130912,0,0,1,8,2,0.14067138432315218,0,1
14,0,4,5,2.5581766063978795,1,1,-0.437771441199242,1,1,1,7,2,0.19118421043114545,0,0
14,1,3,4,3.2179978009820402,0,1,0.9894400455171468,6,0,2,11,1,0.2835298854181858,1,1
17,1,8,5,3.151808863597658,2,1,-0.7080224359449128,1,0,1,6,3,0.2737824170459764,0,1
14,0,3,5,9.001853536192415,0,1,-0.08711481806688384,2,0,1,5,3,0.3167675694645811,0,0
14,1,2,3,10.352489900782821,0,1,2.3528837933411864,0,0,1,2,0,0.18613480142587016,0,0
14,1,4,1,1.5355467424998848,1,1,-0.9550873335977224,2,1,1,4,0,0.1472135951673831,0,1
17,0,4,3,2.7911520159204475,0,1,-2.385833911877327,0,0,2,10,0,0.14586375250807024,0,0
13,1,7,5,2.551045629924383,0,1,1.5962892441569678,0,0,1,3,1,0.14252651465115518,0,1
17,0,4,1,4.143050001262647,0,1,-0.8370617223552186,0,1,1,5,3,0.30898624545087483,0,0
13,1,3,1,4.032965284168596,2,1,-2.025592561843302,2,0,1,6,3,0.1321213432208326,0,0
13,0,5,5,5.642339373290621,1,1,-0.9069054991021022,1,0,1,8,3,0.31877003446502605,0,1
14,0,5,1,5.676064074252384,1,1,1.6012607729685484,0,0,2,5,2,0.2254339772906297,0,0
16,1,1,5,7.138818133916056,1,1,0.1324468736692147,1,1,2,6,3,0.28101948064655813,0,1
