student_id,school_id,age_at_enrollment,gender,resource_dilution_index,socioeconomic_status_index,commute_barrier_score,digital_equity_access_score,nutritional_support_access,gpa_trend,failed_subjects_count,strength_science_indicator,chronic_health_risk_score,health_related_absences,social_integration_score,cash_flow_volatility,academic_catchup_status,psychosocial_support_access,retention_risk_score,retained
218,11,15,1,5,1,8.951144168973503,0,1,-2.642694618095212,5,0,1,4,2,0.32,1,0,0.3588,1
219,12,17,0,6,1,12.757753608046814,0,0,-2.0334820683624266,3,0,1,5,0,0.2427266719703243,0,1,0.386,0
220,18,15,1,1,3,6.4391179696904,0,1,1.4672125976236319,0,0,3,19,1,0.2896723656835648,0,0,0.9015,1
221,8,14,0,3,5,4.031538813418107,2,1,-0.36970142250586013,2,0,1,3,2,0.2212925555052821,0,1,0.9809,1
222,15,14,1,7,1,0.9594455891434183,0,0,-1.5524040616528585,1,0,1,2,1,0.32,0,0,0.8069,1
223,14,15,0,3,1,14.040180684357555,0,1,0.27674501722934075,0,0,1,4,0,0.24101423996513116,0,0,0.7391,0
224,1,14,0,3,5,10.608119911789995,2,0,0.5134385114569301,0,0,2,8,0,0.21331911083277508,0,1,0.9291,1
225,6,17,0,5,3,9.008423444971221,0,1,-0.12518620592712482,0,1,1,5,0,0.2624621467911112,0,0,0.8402,1
226,6,14,1,7,2,13.242489159509857,2,1,-1.80127011760784,3,0,1,0,0,0.20664267677514775,0,1,0.6745,0
227,10,15,1,10,1,15.389748310452433,0,1,-3.155028775509923,5,0,1,7,0,0.23022357282155126,1,0,0.1673,0
228,19,15,0,3,4,13.127220612862446,1,1,-0.7534451822191257,1,0,1,9,0,0.17757192479534412,0,1,0.883,1
229,20,15,1,4,5,2.7039654037487866,2,0,0.08942479884845217,0,0,2,9,1,0.23520911233352534,0,1,0.9705,1
230,1,15,1,2,3,3.485881870249427,1,1,-0.43119922992541926,3,1,3,22,0,0.21914764597346595,0,0,0.6005,0
231,15,14,1,6,3,4.736212288273481,0,1,-0.58450344248181,2,1,1,8,2,0.2579885952842301,0,0,0.8904,1
232,1,15,1,4,4,9.306507807037578,0,1,-0.4050481794189421,1,0,1,3,1,0.2226584885747476,0,0,0.893,1
233,20,17,1,4,2,5.829606665252471,1,1,-1.2986127802000824,2,0,1,6,1,0.21610657692766677,0,0,0.7934,1
234,9,16,0,4,3,11.954830232386028,0,1,-0.05795698301241136,0,0,1,3,0,0.20913876233899825,0,1,0.8483,1
235,3,16,0,8,4,7.023284772963937,2,1,-0.5838859110667703,3,0,1,1,1,0.17983636006741854,0,0,0.8592,1
236,5,17,0,2,2,7.57191826077185,0,0,-1.1600173279241894,1,0,1,4,1,0.20670660632455237,0,0,0.6737,1
237,14,16,0,4,5,16.486637067940713,1,0,-0.382197000480716,1,1,2,12,3,0.23386919145412044,0,1,0.7988,1
238,14,17,1,3,1,12.21763140455742,0,1,-2.983245779275334,2,0,1,10,1,0.2778584810821103,0,0,0.4059,0
239,15,15,1,5,4,8.181396916657535,1,0,0.13086813166608208,1,1,1,5,2,0.26205250316136597,0,0,0.9524,1
240,15,15,1,1,5,3.701206997485803,0,1,-0.7648706002040037,1,0,1,4,1,0.1693963267343575,0,1,0.9757,1
241,18,14,1,5,4,5.075303348169118,0,1,-1.0456081033347462,3,0,3,13,1,0.2594116262230483,0,0,0.8414,1
242,14,17,1,4,3,7.754517985013483,0,1,-1.9909458018074173,3,0,1,6,1,0.2894519474569918,0,0,0.6633,1
243,12,15,0,2,4,6.765614356026373,0,1,0.4414056876138083,0,0,2,7,2,0.1902912403239094,0,0,0.9489,1
244,3,14,0,3,4,4.436919738222002,0,0,0.043149271210352114,1,0,1,3,1,0.21955991319487816,0,0,0.8623,0
245,19,16,1,4,4,5.349727139057229,2,1,-0.48325916081441733,1,1,1,7,0,0.26630205009875674,0,1,0.9468,1
246,11,13,0,6,2,6.7411419262591945,0,1,-3.0136636373037735,5,1,1,2,3,0.25712481895524236,1,0,0.4355,0
247,2,14,0,4,5,9.0090286752997,1,1,-0.568147788837307,0,1,1,5,1,0.14608444262662248,0,1,0.9183,0
248,19,16,0,5,2,2.687968421110605,1,0,-1.4693233096645677,3,0,1,5,0,0.21700706080615134,0,1,0.7973,0
249,7,17,1,5,1,1.9401836834892479,1,1,-1.9217769682098984,2,0,2,6,1,0.2231753357481156,0,0,0.653,1
250,1,17,0,8,1,3.318942973742947,0,1,-2.532332197139713,4,1,1,2,2,0.32,1,1,0.5468,1
251,11,17,0,3,4,10.467732119132998,0,0,-0.5666525398667445,2,0,2,11,1,0.19611646027070007,0,0,0.6893,1
252,10,14,1,3,2,2.8681834135254456,0,1,-0.5029305257433209,1,0,1,3,0,0.2781384531237636,0,0,0.8532,1
253,18,14,0,4,3,16.60236361401966,2,0,1.0506843966772623,1,0,1,5,2,0.23728906057358243,0,1,0.8846,1
254,15,14,0,3,3,9.089933115960115,1,1,-0.6174769111577042,1,1,1,9,1,0.21343320294060852,0,0,0.9342,1
255,15,14,0,5,1,17.008214761018422,0,1,-0.6104294020290988,1,0,2,9,1,0.30137770353639726,0,1,0.6381,1
256,20,13,1,4,1,3.3634611706706736,1,1,-3.0197707721946365,2,0,1,5,1,0.25160608264802026,0,0,0.7504,1
257,11,16,0,4,1,5.653653125515896,1,1,-0.09224186568752324,0,0,1,3,0,0.2803889650588442,0,0,0.8948,1
258,6,17,1,4,2,4.141486068612601,2,1,-0.04307923895204446,1,0,3,11,0,0.30677624221842265,0,0,0.9145,1
259,20,16,0,5,3,0.5585937096370313,0,1,-1.4116405147522852,2,0,1,6,0,0.27500202634339466,0,0,0.847,1
260,8,13,1,2,5,1.598700830409425,1,1,-0.23925234848639043,0,1,2,11,0,0.2207049077544097,0,0,0.9739,1
261,11,16,0,8,5,4.294649109851293,0,1,1.7794248586963495,0,0,2,14,0,0.2128265432066972,0,0,0.9493,1
262,2,16,1,1,4,3.3497683378565983,1,1,-1.2428264832969214,2,0,3,12,1,0.1819314603248331,0,0,0.9037,1
263,2,17,0,2,1,5.673346877864026,0,1,-1.187821938004888,0,0,1,2,2,0.24106980038701922,0,0,0.8742,1
264,10,14,0,6,2,9.231012488041792,0,1,-2.0145207917110257,2,0,1,0,3,0.2656639511747284,0,0,0.6438,1
265,7,15,0,5,1,0.6645193333893186,0,1,-2.012767065470615,3,0,1,7,0,0.32,0,0,0.563,0
266,9,16,1,9,2,1.6802012470467518,1,1,-1.4995008888070216,2,0,1,3,2,0.32,0,0,0.8576,1
267,4,16,0,5,2,7.697299447706369,1,0,-2.0575302395434076,3,0,3,19,1,0.30862759473622897,0,1,0.3392,0
268,1,14,1,8,1,4.6292399777681235,0,1,-0.823950413285219,1,0,1,5,0,0.32,0,0,0.7799,1
269,6,13,0,6,2,10.929643869494127,1,1,-3.2210681981376754,5,1,1,6,1,0.20115864152437246,1,0,0.3184,0
270,6,16,1,1,4,2.6711957844931136,1,0,-0.5278839321480315,2,0,1,5,1,0.21556182017101072,0,0,0.8365,1
271,11,14,0,2,3,1.466328231277528,1,1,-3.238820604958692,5,0,1,6,0,0.25919071458882637,1,0,0.6933,1
272,6,16,0,5,1,8.63223966572221,0,1,0.18889479400244535,0,0,1,2,1,0.2837027325562985,0,1,0.885,1
273,2,13,0,3,4,2.140932414226361,2,0,-1.5624387277108474,2,0,2,10,1,0.2607074216719601,0,1,0.8942,1
274,4,14,1,5,4,5.899524516568284,0,1,-0.46002332699937837,1,0,2,11,0,0.24404549279925852,0,0,0.7014,1
275,1,13,0,5,1,3.729611710518846,0,1,-1.793297215045265,3,0,3,19,0,0.24589970958349247,0,0,0.4339,1
276,17,16,1,9,4,3.5459955489919905,1,1,-1.2352610995410989,1,0,2,13,1,0.21757945813850707,0,1,0.9126,1
277,12,17,0,2,2,15.507519014284371,0,0,-0.5160963552886937,1,0,1,2,2,0.28349676734798324,0,0,0.7954,1
278,20,16,0,5,1,3.663087280858732,0,0,-0.7099246356449789,1,0,1,4,1,0.2592918626827009,0,1,0.9373,1
279,1,16,1,3,1,5.15325441214344,1,1,-1.4348511040151661,2,0,3,14,0,0.2744817980354385,0,0,0.5739,0
280,13,14,1,8,1,3.551194445348976,2,1,-3.0641661704507204,4,0,1,6,1,0.30543919319469504,1,0,0.7397,1
281,3,17,0,4,2,12.62534065765303,1,0,-0.8621424239459891,1,0,1,4,2,0.32,0,1,0.7788,1
282,12,14,0,2,4,13.77870313765293,2,1,0.18763351752733437,0,1,1,3,3,0.23125633913212107,0,1,0.9633,1
283,18,15,0,4,1,7.107363161918397,1,1,-3.230319959118403,4,0,2,14,1,0.32,1,0,0.2187,0
284,11,13,1,5,3,4.536098282868146,0,1,-0.06386339202307349,0,0,1,5,2,0.1969583165133243,0,1,0.9404,0
285,17,15,0,7,2,15.282536591637891,0,1,-2.971850932875329,3,0,2,12,0,0.2567809489337255,0,0,0.4045,1
286,6,16,0,4,5,8.015945470642258,0,1,-0.5455195174239609,0,0,2,8,0,0.18497737608654824,0,1,0.901,1
287,1,13,0,3,4,3.5932154985424454,0,0,0.6714675133304011,0,0,1,3,0,0.17151884431159023,0,1,0.9448,1
288,11,16,1,5,2,17.899161622482815,0,1,-0.9050278638431825,1,0,3,15,0,0.3040942263190864,0,0,0.3648,0
289,12,17,1,4,1,1.151068227723936,0,1,-1.8078775147233817,1,0,1,13,0,0.25758084692222427,0,0,0.7536,0
290,13,17,0,6,1,11.176012751169335,0,1,-2.634681343480319,4,0,1,7,1,0.305797870213787,1,1,0.6849,0
291,9,17,1,4,4,2.9112136296316855,0,1,0.032103132579557325,3,0,2,10,1,0.23493057439833187,0,1,0.9182,1
292,1,16,0,6,3,5.733766483332824,0,1,-1.135256138756514,2,0,1,3,0,0.2930161209954892,0,1,0.7499,1
293,13,17,1,7,3,3.9695003380082805,2,0,-2.7979511092837477,4,0,3,17,1,0.19407958010263554,1,0,0.7646,1
294,4,15,0,5,2,2.6168494814780656,0,1,-1.4014666956048494,1,0,1,4,2,0.21323410859622455,0,0,0.84,1
295,7,13,1,11,1,5.340393350390421,1,1,-1.9553746152286244,3,0,3,13,0,0.2947007576826107,0,0,0.5279,1
296,5,16,1,5,1,14.520632375615525,0,0,-2.2082900578294993,4,1,1,8,0,0.32,1,1,0.136,0
297,14,17,0,6,1,14.318587661504768,0,1,-2.2822147994151547,4,0,2,8,0,0.32,1,0,0.1271,1
298,9,14,0,5,4,3.8302237396016787,0,1,-0.728343721592282,2,0,1,2,2,0.2610633824526777,0,1,0.9011,1
299,4,16,1,5,1,8.190238261949915,0,1,-3.5223313662339697,5,0,2,11,1,0.2359350973759449,1,0,0.2104,1
300,18,14,0,2,4,10.166320453900335,0,1,-0.6198125278209197,2,0,3,18,0,0.18365919029576622,0,0,0.6977,1
301,14,14,1,8,1,20.0,0,0,-2.6918480773536824,2,0,1,4,1,0.27665825631797236,0,0,0.1577,0
302,4,15,0,4,1,5.8868839859685815,1,1,-0.6289565287701149,1,0,2,15,0,0.25171348768014057,0,0,0.7437,1
303,4,14,1,3,2,4.15490874834647,0,1,-1.0361777081586587,1,0,1,4,0,0.32,0,0,0.7621,0
304,8,16,1,6,3,3.2314271356020936,0,1,0.6014685183927507,0,1,1,6,1,0.2512875287378902,0,1,0.9443,0
305,19,17,1,4,4,4.57333505471771,2,1,-0.6890362199420345,2,0,1,9,1,0.23361605900591614,0,1,0.9212,1
306,10,15,0,3,1,3.5673529663613186,1,1,-1.057429880440141,1,0,1,8,1,0.32,0,0,0.8119,1
307,15,15,0,5,2,2.5534881736860937,1,1,-0.7866220650081366,1,0,1,6,0,0.2069711003110755,0,0,0.9131,1
308,5,16,1,5,2,2.958277368887284,0,1,-0.6959128649261125,1,1,2,15,0,0.3087414953572276,0,0,0.709,1
309,11,14,0,3,1,11.05234242002198,0,1,-2.7583194157716306,4,0,2,16,0,0.32,1,0,0.1817,0
310,11,14,0,3,4,4.925831145967837,1,1,-0.7831914141797656,2,0,3,11,1,0.18686652343899235,0,0,0.8508,1
311,13,16,1,5,4,8.889929113717058,0,1,-3.549964438072874,5,0,1,5,1,0.22697197704557787,1,0,0.5547,1
312,17,15,0,4,1,20.0,0,1,-2.137633083746031,2,0,1,2,2,0.22461764933949732,0,0,0.1451,0
313,5,13,0,3,4,14.436893778040856,0,1,-1.45410996688979,1,0,1,8,1,0.2037438905857158,0,0,0.6905,1
314,13,15,1,6,5,8.753448595911447,0,1,-0.5102457339137707,2,0,3,14,0,0.17875575007094993,0,1,0.9209,1
315,14,17,0,8,3,11.426585503194236,0,1,-1.1564892632180752,2,0,1,10,2,0.30067431242493076,0,0,0.6248,1
316,7,17,1,3,2,2.9523313886586755,0,1,-1.65824176334161,1,1,1,4,1,0.31202227853604675,0,0,0.732,1
317,19,16,0,2,5,1.8145298269548598,1,0,0.39871486157560965,2,0,1,8,1,0.1423006345656349,0,1,0.9373,1
318,19,13,1,6,2,12.069603244198273,0,1,-2.263335065419487,3,0,3,17,0,0.21756723605461814,0,0,0.5281,1
319,9,16,0,2,2,9.638974448644264,1,1,-0.43988679402834996,2,0,1,5,1,0.2178789996907706,0,0,0.7472,1
320,5,13,1,3,5,3.957450085710161,1,0,0.3613927951848396,0,0,1,5,0,0.22763587054081752,0,1,0.9597,1
321,11,16,0,4,2,8.91292963347956,1,1,-1.5921701139306577,3,0,1,2,2,0.29643026454910615,0,0,0.6122,1
322,6,15,1,5,1,7.826920093434777,1,1,-3.335359197612477,4,1,3,11,0,0.32,1,0,0.4015,0
323,4,16,0,4,4,2.1101063392380404,1,1,-1.9361122852069648,0,1,1,3,1,0.165806243926617,0,1,0.9585,1
324,20,15,1,4,2,2.0960535956710507,1,1,-0.6640485220672743,1,0,2,6,0,0.32,0,0,0.8803,1
325,7,13,0,3,4,4.1489267988389225,2,1,-0.9919591167644444,1,0,1,5,1,0.2184490705854033,0,1,0.9523,1
326,4,17,1,9,1,1.2345001051635147,0,1,-1.3760014747508071,2,0,1,7,1,0.3003608524892054,0,0,0.7923,0
327,14,13,0,7,1,20.0,0,1,-1.3541950870456512,0,0,2,11,0,0.32,0,0,0.1403,1
328,13,13,0,3,3,5.641596227184111,0,1,-1.5322670993475733,4,0,3,18,0,0.18863878099548997,1,1,0.7568,1
329,12,14,0,6,1,10.652471766390645,0,1,-1.251108793681099,1,0,2,11,0,0.2716867611185376,0,0,0.6261,1
330,2,15,0,2,4,8.96598770431897,2,1,0.7779572616241175,1,1,1,3,1,0.24305986429154025,0,1,0.9495,1
331,11,13,1,2,2,3.85290893326991,0,0,-2.491562768654401,4,0,1,5,2,0.24952027580009137,1,1,0.6867,1
332,16,13,1,0,3,3.1988214476986414,0,1,1.3591394349200063,0,0,1,5,2,0.25392268620227987,0,0,0.9555,1
333,16,16,1,3,4,10.239228201330466,1,0,-1.463132087293216,2,1,1,6,1,0.2045826007443829,0,1,0.6862,0
334,10,14,1,4,2,10.221255678040373,0,1,-1.4192258145925187,5,0,1,6,2,0.20747874257388121,1,0,0.5985,1
335,10,16,1,4,2,8.539487123440297,1,1,-0.024739865043782894,1,0,1,7,1,0.32,0,0,0.7145,0
336,4,17,0,2,3,9.255558767483887,1,1,0.8817236450230663,0,0,1,5,0,0.2896512296430177,0,0,0.9272,0
337,7,14,0,6,5,6.152822565272447,1,1,-0.10988058438823267,0,0,2,14,1,0.19956885892660706,0,0,0.9013,1
338,17,13,0,10,1,3.7509722436103563,0,1,-3.6083287276422666,4,0,1,4,0,0.3063496993793947,1,0,0.2729,0
339,9,15,1,3,1,14.048942840598935,0,1,-2.7181309778517035,4,0,2,11,0,0.2690177026251945,1,0,0.2298,0
340,1,17,1,9,1,8.403657981705779,0,1,-1.5337501460395209,1,0,1,3,0,0.30568934210434945,0,0,0.533,0
341,7,13,0,6,1,3.6953374491499904,0,1,-1.4284718731418415,1,0,1,8,0,0.26427971446235976,0,1,0.7866,0
342,3,13,0,3,1,6.291519334681309,0,1,-1.0811140734893714,1,0,2,7,0,0.32,0,0,0.6299,0
343,5,16,0,6,3,0.3542125122168088,1,1,-1.6987886657587157,4,0,3,15,0,0.26308014910438093,1,0,0.6545,0
344,17,17,0,7,1,8.003513088916849,0,0,-3.577205728397305,4,0,1,6,1,0.22669603521807394,1,0,0.2798,0
345,18,14,0,2,3,8.121878228805084,2,1,-0.5112775677161165,0,1,2,11,0,0.21714579297711523,0,1,0.953,1
346,3,14,1,6,5,5.501269418316972,1,0,1.3912190655147174,0,0,2,13,1,0.16519244629853982,0,0,0.9493,1
347,1,14,1,4,3,4.130999211348197,1,1,0.31257797751244454,1,0,1,4,1,0.2470316130228442,0,0,0.9215,1
348,13,13,1,4,5,6.930148792242366,2,1,0.1889663497998449,0,0,1,6,2,0.23765956536260546,0,1,0.9867,1
349,8,14,0,8,2,5.665874421298497,1,1,-1.006125694743586,2,0,1,7,1,0.21047411315008668,0,0,0.7635,0
350,4,17,0,2,4,6.469152211227917,2,0,0.9989322602431171,0,0,1,7,2,0.22924028823830594,0,0,0.9691,1
351,11,15,1,5,4,6.706792033380084,2,0,-0.8498309038318409,1,0,1,8,0,0.277346079450716,0,0,0.8293,1
352,13,13,1,5,1,5.069285623051005,0,1,-0.6348806565020639,0,0,1,8,1,0.31731945701788633,0,0,0.9157,1
353,18,13,1,5,2,9.318006472528634,1,1,-1.535045321960307,3,0,1,6,1,0.24533327417127265,0,0,0.5932,1
354,6,16,0,7,1,20.0,0,1,-0.9778446936613194,1,0,1,7,1,0.32,0,0,0.2942,0
355,5,13,0,3,4,13.44499354623442,0,1,-1.4967730266252437,3,1,1,2,0,0.19913576154779672,0,0,0.6259,1
356,8,15,0,9,2,7.370730592009451,1,1,0.8767374432736685,1,0,2,3,0,0.2414478757547172,0,0,0.8937,1
357,10,13,1,4,3,2.4071866678145746,1,0,-0.6213168898108172,1,0,3,13,1,0.21977749143760408,0,1,0.8458,1
358,13,15,0,6,4,2.267486006642522,2,0,-1.3343603344182513,2,0,1,5,1,0.1682516403058487,0,0,0.9441,1
359,19,15,1,4,2,4.687798895177331,1,1,-0.53452827609565,0,0,1,6,0,0.2377984413748941,0,1,0.9239,0
360,11,14,0,6,4,3.56262540262587,1,1,-0.6805878908707992,2,0,1,3,0,0.25732496589387943,0,0,0.9144,1
361,4,16,1,2,4,7.118476418077333,2,1,-1.3060681562689989,1,0,1,7,2,0.2767785598963691,0,0,0.941,0
362,8,14,1,5,4,4.2157148286589194,1,1,-0.622097808702359,1,0,1,10,3,0.18379013705433,0,0,0.9278,1
363,1,17,1,4,1,12.455340036966243,0,1,-1.6197625111829388,1,0,2,8,2,0.31444529736030213,0,0,0.6345,1
364,12,16,0,0,4,10.323198528078388,1,1,-1.801857103820386,4,0,1,4,1,0.24245871230956015,1,0,0.6512,0
365,6,16,1,6,1,4.3828995960101915,0,1,-1.9489263867914364,3,0,2,11,1,0.22941196552823964,0,0,0.5827,1
366,6,16,1,4,1,14.441414573760586,2,1,-1.6966947762215074,0,1,1,5,2,0.32,0,0,0.7239,0
367,16,14,0,5,2,12.576449458294334,0,1,-1.2062583113169194,3,0,2,4,1,0.32,0,0,0.5768,1
368,18,14,0,7,4,16.8416435396676,0,1,-1.190781998341523,2,0,1,4,0,0.16781907578894553,0,0,0.6345,1
369,1,17,0,6,5,5.910541564581488,1,1,-1.8674391116865978,3,0,1,8,0,0.17601503946554492,0,1,0.7866,1
370,2,14,0,8,3,4.730556073496857,1,0,-1.8306222597474067,2,0,1,4,2,0.2811102498653739,0,0,0.7108,1
371,14,17,1,2,2,6.498218984750291,0,1,-1.6681571334452092,2,0,1,6,2,0.2864727962966116,0,0,0.6765,0
372,18,17,1,11,1,6.327853894571099,1,1,0.050637804297803846,0,0,2,8,0,0.2484065027721321,0,0,0.8091,1
373,16,13,0,8,2,11.131960638862441,2,0,-0.7852847688611301,1,0,1,8,1,0.2904005045060629,0,0,0.7053,0
374,10,17,1,6,2,10.39318203281096,2,1,-1.8379346940549546,0,0,1,4,1,0.3029805752504018,0,0,0.7926,1
375,1,16,1,4,4,4.756105934654875,2,1,-0.4448451398549439,1,0,1,4,1,0.2522201672672957,0,0,0.9345,1
376,10,13,0,2,2,8.47345148050095,0,1,-0.7356513105155458,1,0,2,9,3,0.32,0,0,0.7509,1
377,2,13,1,2,2,2.791814067895321,2,0,-1.4474263224102077,2,0,3,13,1,0.22428132071202564,0,0,0.689,1
378,12,13,1,8,3,9.462474958218701,1,0,-2.111234032130498,2,0,2,7,1,0.19426317594214304,0,1,0.6492,0
379,18,15,0,2,5,4.351020703484109,0,0,0.38603412883029,0,0,2,8,1,0.1681404740606406,0,0,0.9683,1
380,14,14,1,6,4,20.0,2,1,-0.3685361540108548,2,0,1,7,2,0.27645888683969755,0,0,0.4932,0
381,14,13,0,6,1,3.440348963174861,1,1,-2.478506224576882,3,0,1,4,1,0.27273376583566555,0,0,0.5158,0
382,7,13,1,4,2,12.759344252808862,0,0,-1.630666258428382,2,0,1,3,0,0.2799528359281453,0,0,0.4738,0
383,12,16,1,4,5,9.008002728318532,1,0,-0.5990751698526946,1,0,1,9,1,0.21023939335771544,0,1,0.9234,1
384,3,16,0,7,1,5.659155081978028,0,1,-2.0348659299206577,2,0,2,7,1,0.24045645588819933,0,0,0.3807,0
385,4,16,0,6,3,3.0403713668894308,0,0,-1.270914586148731,3,0,3,10,0,0.23565929116556622,0,0,0.5392,1
386,10,15,0,4,1,2.031873362434687,0,1,-2.260178662049761,5,0,2,13,0,0.3062713815662197,1,0,0.304,1
387,6,13,1,6,1,1.465323981591399,0,1,-2.500300823481804,4,0,1,5,1,0.28682864218419757,1,0,0.4293,0
388,9,17,1,7,1,17.830317566051576,1,1,-2.1858898608469732,3,0,1,3,0,0.25335587240634994,0,1,0.3283,1
389,3,16,1,5,3,7.233177767906839,1,1,-0.8349011192638269,2,0,1,6,1,0.2553004189168854,0,1,0.8606,0
390,17,16,0,4,1,0.5986053025781963,0,0,-1.320886266850645,0,0,2,13,0,0.32,0,0,0.6096,0
391,1,13,0,7,5,3.4032645940959307,1,0,0.26491621851325914,0,1,3,14,1,0.19040872628200395,0,0,0.9267,1
392,11,17,1,7,2,1.5291606882376814,0,1,-2.517557806018281,4,0,2,10,2,0.24845430511249597,1,0,0.764,1
393,6,16,0,4,2,2.8576291479569935,0,1,-1.1135627328873596,3,0,1,5,0,0.2123005107090522,0,0,0.7857,1
394,6,17,0,5,3,7.839086332371667,0,0,-2.0907732345821053,2,0,1,4,2,0.24933902264697094,0,0,0.6214,1
395,15,13,0,3,2,13.653390259336103,1,0,-2.0413917602443257,2,0,1,7,0,0.32,0,0,0.5103,1
396,8,17,1,2,4,10.441835083933764,1,1,-0.5531008683738775,1,0,1,2,1,0.1615416781361277,0,0,0.9245,1
397,9,17,1,5,3,7.157101288057227,1,1,-0.3130887270277111,1,0,1,4,1,0.2226476711143795,0,1,0.9359,1
398,16,13,0,8,1,4.601611470942872,1,1,-2.6464508809345384,3,0,1,8,0,0.24631826451352898,0,0,0.3436,1
399,2,16,1,5,2,4.235900602530681,1,1,-1.6289449733419155,2,0,2,18,0,0.30402682314844853,0,0,0.6397,0
400,4,16,0,2,4,2.505367972315083,1,1,-1.5862664863992553,2,0,1,4,2,0.18572543868596098,0,0,0.8905,1
401,9,16,0,0,2,13.694661829848474,1,0,-1.8319397148768604,3,0,1,8,1,0.20128978146784185,0,0,0.489,1
402,5,16,1,1,5,3.339073786987261,2,0,0.07952100189563394,0,1,3,30,1,0.14588254150436214,0,0,0.6341,0
403,1,14,0,6,3,1.1534985470771077,1,1,-0.2094234738177464,0,0,3,19,0,0.26220873005958867,0,0,0.8506,1
404,16,16,1,8,2,4.819207866956488,2,1,-1.359553706781828,2,1,1,7,0,0.32,0,0,0.6941,0
405,15,16,0,8,1,5.312954792537082,0,1,-1.7321184939171133,3,1,2,11,0,0.28356480334144174,0,0,0.6394,1
406,11,17,0,7,1,18.321851486033353,0,1,-0.5610450289692155,2,0,1,3,2,0.29890778624029657,0,0,0.4954,0
407,4,15,1,6,3,20.0,0,1,-0.033584353167081554,0,0,1,4,1,0.2356228840749451,0,0,0.6353,1
408,6,14,1,4,3,7.246283336578463,1,0,-0.4648548673673335,2,0,1,7,2,0.2842122166364307,0,1,0.8119,1
409,17,15,1,7,1,20.0,0,1,-4.0,5,0,1,5,0,0.2618785611252751,1,1,0.1005,0
410,18,15,0,3,4,4.255270273218597,1,0,-0.46193361408455536,1,0,1,4,0,0.2593991075032963,0,0,0.896,1
411,4,17,0,8,3,2.183007153262747,1,1,-1.5041524956387375,2,0,1,4,1,0.28976239295959516,0,0,0.8816,1
412,10,15,1,5,3,8.288483512336791,1,1,-1.0048507145766934,1,0,1,4,0,0.19506436641784536,0,1,0.8248,1
413,16,13,1,5,4,6.370443885846717,1,1,-0.09510746142725215,1,1,3,19,1,0.24304128956399879,0,0,0.8694,1
414,5,16,0,5,3,3.088455735046481,1,1,0.719205172592011,0,0,3,13,2,0.27533029173871193,0,0,0.8957,1
415,16,16,0,4,1,9.025439586431892,0,0,-1.9394538561757595,2,0,2,12,1,0.32,0,0,0.3269,1
416,10,15,1,5,3,3.6053545678037584,0,1,-1.514852245310002,3,0,1,4,0,0.2566178595313729,0,0,0.6956,0
417,2,15,0,6,1,4.166361282419266,0,0,-0.7772214980256735,1,0,2,12,0,0.3153787359892638,0,0,0.6912,0
418,19,14,0,7,1,10.26006153654256,0,1,-1.3512613443927992,1,0,1,10,1,0.32,0,0,0.6645,1
419,9,15,0,1,3,3.083415569813268,0,1,-0.6039256101263516,1,0,1,2,2,0.26184379305223127,0,0,0.8641,1
420,9,17,0,5,3,15.255549323866013,1,1,-0.7298017782633486,1,0,3,14,0,0.293516028656453,0,1,0.6945,1
421,15,17,1,5,1,2.2191304995399044,1,1,-1.0172965912510885,2,0,1,9,0,0.26389873740734815,0,1,0.8477,1
422,12,16,0,7,3,4.946019001456412,0,1,-1.1339678307165275,0,1,1,5,1,0.26992545303094345,0,0,0.9207,1
423,1,17,0,3,2,2.9466181511951564,1,1,-1.297958922832834,1,0,1,3,0,0.25255802486806056,0,1,0.8384,0
424,3,16,0,8,2,2.6896602428849237,0,1,-2.4968562472505376,3,0,1,5,1,0.32,0,0,0.4733,1
425,11,16,1,2,4,8.110034913318001,2,1,-0.15695414764858515,1,1,1,6,1,0.2515142065989927,0,1,0.9532,0
426,13,17,0,5,1,1.659308092297422,0,1,-2.153066449878817,3,0,1,2,0,0.22798839121872208,0,0,0.791,1
427,7,13,1,5,4,12.537483138769918,0,0,-0.9920461267506426,0,0,1,3,1,0.1837509944599428,0,1,0.8244,1
428,7,14,1,5,2,3.233550742853495,1,1,-0.6418616765170317,3,0,1,2,1,0.2805820686253951,0,0,0.5751,0
429,10,16,0,8,3,13.56494178670026,1,1,-0.39052689038449745,0,0,1,7,0,0.29808557984634304,0,0,0.7505,1
430,18,16,1,5,1,5.9503290709345364,0,1,-1.8436013235055984,4,0,2,13,0,0.2520068416832731,1,0,0.2673,0
431,11,16,0,5,1,19.019230332230663,0,1,-1.9864694185398917,4,0,1,3,1,0.2981849054577004,1,0,0.1992,0
432,18,17,1,1,5,4.484980953648118,1,0,0.5424220280103391,0,0,1,5,2,0.21232623396222636,0,0,0.9623,1
433,2,16,1,2,2,20.0,1,1,-0.5416915002565518,1,0,1,1,0,0.3045387868190038,0,1,0.3741,1
434,2,15,0,5,5,10.04126875442014,2,0,0.85698362763255,0,0,1,7,0,0.16827190355552002,0,0,0.9105,1
435,6,14,1,7,1,4.306282375525905,0,1,-0.6070042464687604,1,0,1,4,1,0.2322342168215132,0,0,0.6263,1
436,14,17,0,5,3,1.5819208291899853,1,1,0.47128808961573526,0,0,1,3,2,0.2987609347708208,0,1,0.9476,1
437,19,13,1,7,2,7.626909479975223,0,1,-0.6192192759653621,0,1,1,5,1,0.30032856096445815,0,1,0.8095,0
