student_id,school_id,socioeconomic_status_index,retained,dropout_reason,persona_id,persona,academic_risk_index,barrier_burden_index,economic_instability_index,health_burden_index,support_coverage_score
280,33,1,0,commute_distance,0,Academic Strugglers,5.379545546492607,3.0,0.4812588832174153,8,2.0
281,29,1,1,,0,Academic Strugglers,6.059870652981564,,0.5077220257969981,4,1.0
282,29,2,0,financial_instability,0,Academic Strugglers,4.45863227869013,2.002511539950364,0.52,20,1.0
283,25,2,1,,0,Academic Strugglers,3.753764816356247,2.0128158054712344,0.4872338846355526,6,2.0
284,20,1,1,,0,Academic Strugglers,3.899549629762994,2.7952404160023008,0.4948636160968412,16,1.0
285,7,1,0,financial_instability,0,Academic Strugglers,2.358068217953115,2.5440717613621144,0.5700000000000001,20,0.0
286,5,4,1,,2,Health-Constrained,-0.1250648293961884,1.0547281923049079,0.2648870839328409,54,1.5
287,1,3,1,,0,Academic Strugglers,3.330391604515907,1.4458239385990193,0.3962800571123735,7,0.5
288,17,4,1,,1,Stable Achievers,1.2024832698096988,1.6972220562969946,0.3382393750034816,8,1.0
289,18,2,1,,0,Academic Strugglers,2.8570541378639667,1.4863196416443958,0.5158053886043178,3,0.5
290,46,1,1,,0,Academic Strugglers,3.51896933950142,2.324447267961161,0.5700000000000001,3,2.0
291,12,3,1,,0,Academic Strugglers,1.2633879208558212,,0.38603851903579633,6,1.5
292,11,2,1,,0,Academic Strugglers,2.7965382231265705,,0.4103045413749399,7,2.0
293,3,2,1,,1,Stable Achievers,-0.7226480175991372,,0.415581903806202,9,1.5
294,6,4,1,,1,Stable Achievers,0.03194397602948762,0.5422499749984466,0.2673072363843167,36,2.0
295,31,5,1,,1,Stable Achievers,0.2172445116659948,0.8395341076693501,,5,0.5
296,18,4,1,,1,Stable Achievers,3.1689030172423718,1.4256791596337561,0.3220512727925529,3,0.0
297,30,4,1,,1,Stable Achievers,-0.6095546036790722,0.9904873750257915,0.37888334126209855,5,3.0
298,5,3,1,,0,Academic Strugglers,2.8608699475574286,,0.35994981082513156,5,
299,36,2,0,financial_instability,0,Academic Strugglers,2.8882197948804254,1.7139671930510167,,14,1.5
300,13,4,1,,1,Stable Achievers,0.5770532208085629,1.5731223274909771,,3,2.0
301,3,4,1,,1,Stable Achievers,1.5870289022282709,1.5218596735737724,0.2866844036108574,20,2.0
302,43,1,1,,0,Academic Strugglers,1.2897769184949848,,0.5497814855957504,9,0.5
303,17,5,1,,1,Stable Achievers,1.431625263949302,0.29657089316992813,0.1989022131557262,11,1.0
304,15,5,1,,1,Stable Achievers,2.5172373644285893,1.2925081068182473,0.2950208830702296,6,0.0
305,3,2,0,household_pressure,0,Academic Strugglers,2.759929613167269,,0.52,5,
306,28,2,1,,0,Academic Strugglers,2.9874642222095362,2.183207949045652,0.4257329486548142,3,1.0
307,14,2,1,,0,Academic Strugglers,3.5708833337398884,2.064447944772378,0.4216571368114208,8,1.0
308,12,3,1,,0,Academic Strugglers,3.7304907555121294,1.2129276957965172,0.40282573919717585,4,1.5
309,32,2,1,,0,Academic Strugglers,4.366561122112987,2.011202711285208,0.4031899176138966,3,2.0
310,32,1,1,,0,Academic Strugglers,0.6789825394585658,3.0,0.5092496030585894,9,1.0
311,7,5,1,,1,Stable Achievers,1.6805367553635362,0.7941328840726467,0.2315873855851534,6,1.5
312,6,3,1,,1,Stable Achievers,-1.3100811481185977,2.5187069557546846,0.3806473684113373,10,1.0
313,12,5,1,,1,Stable Achievers,3.494379782111143,1.1520097871686816,0.2531849444254226,2,1.5
314,38,3,1,,1,Stable Achievers,0.4986870477276093,1.5478054586455874,0.3876476428238788,4,1.5
315,13,2,1,,0,Academic Strugglers,1.7675719504218481,,0.5196763141726504,16,
316,20,4,1,,1,Stable Achievers,3.7844107586884026,0.5150982239760404,0.30820074519018437,5,2.0
317,7,1,1,,0,Academic Strugglers,1.8164953064564568,,,7,1.0
318,9,5,1,,1,Stable Achievers,-2.908063643901753,0.9259027822360317,0.288408150921948,8,2.5
319,32,2,1,,2,Health-Constrained,-0.3132283846868252,2.087855055630409,0.4765726306333032,18,1.0
320,36,2,1,,0,Academic Strugglers,1.8113796324707918,1.937928308113147,0.4391224245320429,6,
321,41,3,1,,2,Health-Constrained,3.833386648747517,1.5786176470795537,0.37550604910354773,20,
322,27,2,1,,2,Health-Constrained,5.700389778893818,,0.40537835917550025,22,1.5
323,14,2,1,,0,Academic Strugglers,0.0856698768834035,2.0006647783710645,0.4370900360485346,9,2.0
324,21,2,1,,0,Academic Strugglers,-0.8181839798762591,1.8919125207181144,,6,1.0
325,8,1,0,health_related,2,Health-Constrained,1.9160503241700857,2.0980669272166557,0.5700000000000001,60,0.0
326,12,3,1,,0,Academic Strugglers,5.383917591185163,1.7546220381423536,0.3440034518861057,5,0.0
327,23,3,1,,1,Stable Achievers,1.2951615971771582,1.796185895328199,0.3695468904784974,7,0.0
328,37,2,1,,0,Academic Strugglers,3.133617689561631,2.2864924466123586,0.4321581730510779,4,1.0
329,13,2,1,,0,Academic Strugglers,1.2326547379891264,2.0263632297107237,0.52,1,1.0
330,18,1,1,,0,Academic Strugglers,7.828931288737671,2.1513733056267466,0.4973152737883379,20,2.0
331,2,2,1,,0,Academic Strugglers,-0.9406945988358346,1.931857161442993,0.4909717216406393,2,1.0
332,3,4,1,,1,Stable Achievers,3.726789953975453,,0.32048246039489137,5,1.0
333,26,2,1,,0,Academic Strugglers,-0.9166082581613556,1.9296630285495016,0.4352776668739512,7,1.0
334,46,1,1,,2,Health-Constrained,7.532064699462202,2.1142318734236634,0.5700000000000001,33,1.0
335,28,1,1,,0,Academic Strugglers,0.9047185983032178,,0.47125824619238477,2,
336,2,2,1,,0,Academic Strugglers,3.1095045946540836,1.505920322642715,0.5165608028296163,3,1.5
337,27,2,0,financial_instability,0,Academic Strugglers,-1.0852075485562174,1.8753475676331814,0.4831482116860084,0,1.0
338,6,2,1,,0,Academic Strugglers,7.231515374989826,,0.469272865419951,6,1.0
339,33,3,1,,2,Health-Constrained,1.083463133963912,1.4681279339723137,0.3647599526210941,20,1.5
340,22,2,1,,0,Academic Strugglers,3.2249556278625606,1.5149531761707165,0.52,18,2.0
341,18,2,1,,0,Academic Strugglers,0.1694625831762686,1.9967060961267697,0.4330239140411321,3,2.0
342,10,2,0,health_related,2,Health-Constrained,3.903104521348725,2.48262972647645,0.4707613357466963,34,2.0
343,9,3,1,,0,Academic Strugglers,2.2138162620371165,1.3453554928053295,0.39360101036016304,4,1.5
344,16,1,0,academic_performance,0,Academic Strugglers,6.53017963718084,2.5049550406747123,0.5363933554246199,6,1.0
345,22,3,1,,2,Health-Constrained,1.7626515028260994,1.1672164501319529,0.4577495063351548,22,
346,27,4,1,,1,Stable Achievers,-0.8093459755934364,0.5486545665246971,,5,2.0
347,33,2,0,other,0,Academic Strugglers,8.281804214483099,1.6763862808071877,0.4416410573423786,5,1.5
348,46,1,1,,0,Academic Strugglers,3.0509975390281427,2.390081095772877,0.5483259150766497,7,1.0
349,2,3,1,,0,Academic Strugglers,1.5493145500517334,1.9907109509779035,0.3791754183682311,2,1.0
350,45,3,1,,0,Academic Strugglers,1.479867014719403,2.4316278793784285,0.41566341256129513,12,1.0
351,27,4,1,,1,Stable Achievers,-1.0035412714039165,1.2613380872991764,0.3551056693533,4,2.5
352,4,1,1,,2,Health-Constrained,0.9876697534764024,2.4184574841850113,0.5700000000000001,60,1.0
353,41,3,1,,0,Academic Strugglers,5.58350835040814,1.5771097848720195,0.4316286096172968,6,0.5
354,41,2,1,,0,Academic Strugglers,1.9134980744783041,2.3475952488110923,0.4009689411579769,7,
355,14,1,1,,2,Health-Constrained,2.0514924871175086,2.2026398445950024,0.5135174467596815,30,
356,8,3,1,,1,Stable Achievers,-0.4261593126342953,1.0659110545578474,,4,1.0
357,15,3,1,,1,Stable Achievers,-0.2379228346149394,1.7067817168385728,0.34506506830484973,20,1.0
358,39,4,1,,1,Stable Achievers,1.9022235566260677,0.9156818956836223,0.2791058097159868,5,2.5
359,44,2,1,,0,Academic Strugglers,0.639149639030323,2.2848957905309133,0.4100724676305969,8,1.0
360,14,2,1,,2,Health-Constrained,2.8476909571552307,1.1969470354388037,0.52,30,2.0
361,23,2,1,,2,Health-Constrained,9.295196796730599,1.4662506162426696,0.52,24,1.5
362,34,2,1,,0,Academic Strugglers,-0.6938867490539719,2.310918372834802,0.52,4,0.0
363,9,2,1,,0,Academic Strugglers,-0.2534916449711604,,0.5134490692556131,5,1.0
364,34,1,1,,0,Academic Strugglers,3.3504572470303216,2.782860966663536,0.4894031484610585,5,1.0
365,11,5,1,,1,Stable Achievers,-0.3321211461143118,0.4219457181532227,0.2479124046028725,7,2.0
366,40,4,1,,2,Health-Constrained,7.2232658511580645,,0.29014481735765474,42,2.0
367,7,4,1,,1,Stable Achievers,-0.8419265242473831,1.1363534079604367,0.3745603536047033,5,1.5
368,47,2,1,,0,Academic Strugglers,0.2280014834230106,2.236282479892071,0.4501398775814475,5,0.5
369,34,2,1,,2,Health-Constrained,-0.6032781287953402,1.4078909031701785,0.4471785798242112,36,2.5
370,13,4,1,,1,Stable Achievers,0.5930182508172173,1.7187341338850914,0.2607197550781896,5,1.0
371,38,5,1,,1,Stable Achievers,0.5879289233384183,1.260399811524413,0.20893980348346142,6,1.0
372,30,4,1,,1,Stable Achievers,1.162860091231825,0.6952556058857571,0.37793021685152495,8,3.0
373,23,1,0,health_related,2,Health-Constrained,6.31924052258568,,0.5029855110683402,54,
374,35,4,1,,1,Stable Achievers,0.693831792742161,1.6562797820139088,0.3633401224400581,4,0.0
375,33,2,0,academic_performance,2,Health-Constrained,6.789091630463535,1.744270237799916,0.44560667947808785,26,2.5
376,4,1,1,,0,Academic Strugglers,3.6462267151025998,2.1035630630010376,0.5693993667978502,14,1.0
377,11,2,1,,2,Health-Constrained,1.5929443365907419,1.9295452932830948,0.4430354678487669,39,1.0
378,32,5,1,,1,Stable Achievers,-0.428991619043665,0.9744224298687267,0.2764939489557617,20,
379,20,2,1,,0,Academic Strugglers,4.068805950367408,2.409176866847038,0.52,2,1.0
380,16,4,1,,1,Stable Achievers,3.2027183071885137,0.8676315514961235,0.3647187858025245,7,2.0
381,26,2,1,,0,Academic Strugglers,3.2296226830951484,1.910396974094653,0.52,2,1.0
382,8,1,1,,0,Academic Strugglers,2.253575384702946,2.618568529747756,0.5700000000000001,2,2.0
383,47,3,0,health_related,1,Stable Achievers,2.7777240875589158,1.7113956047478158,0.3621060534399189,16,
384,26,2,0,commute_distance,0,Academic Strugglers,1.9030592228415921,,0.4676015690260122,7,
385,1,1,0,financial_instability,0,Academic Strugglers,2.440759988431333,2.3534268961536764,0.5083266920443081,7,1.0
386,22,3,1,,2,Health-Constrained,1.3018517770988107,1.7758298213778922,0.4002833516740098,36,0.0
387,35,3,1,,1,Stable Achievers,3.006657691553959,0.8412478725644001,0.3347114983182171,18,1.0
388,28,1,0,academic_performance,0,Academic Strugglers,5.447765957636183,2.852573466159096,0.5127722950239109,3,
389,24,1,1,,0,Academic Strugglers,0.0427507888990779,1.8327899264112921,0.5700000000000001,4,
390,31,4,1,,2,Health-Constrained,1.9726325661256268,1.7746323597250595,0.37894062788632366,57,0.0
391,2,3,1,,1,Stable Achievers,2.7647390973978085,1.3234207767147819,0.3642560287678621,22,0.5
392,24,1,1,,0,Academic Strugglers,5.414077882863012,2.3795367016342754,0.4707917000156217,4,1.0
393,19,4,1,,1,Stable Achievers,-0.2372032750351065,,0.3454208354499842,1,1.0
394,43,2,1,,0,Academic Strugglers,1.703452820526696,0.8826558639717148,0.52,5,2.0
395,28,4,1,,1,Stable Achievers,3.2377381337348785,1.6117619131184475,0.3448192325434803,2,1.0
396,9,4,0,academic_performance,1,Stable Achievers,5.269707253113657,0.483943446465975,0.3596920765875421,7,2.0
397,41,1,1,,2,Health-Constrained,5.77500005433997,2.35797354230938,,24,1.0
398,14,2,1,,0,Academic Strugglers,7.349979468499896,1.9012649676102482,0.4589544467327151,14,1.0
399,47,4,1,,1,Stable Achievers,0.8634070450803978,1.9,0.2965197159787313,26,0.5
400,17,5,1,,1,Stable Achievers,-0.6658729342500093,0.8083080717453028,0.2136552355502364,5,1.5
401,40,3,1,,0,Academic Strugglers,1.3385815146043396,1.9638364531360941,0.4367958709137365,7,1.0
402,37,3,1,,0,Academic Strugglers,1.7328218971853475,,,1,
403,34,5,1,,1,Stable Achievers,-0.4534789407531868,1.306999795026097,0.24756470110083173,30,1.0
404,31,1,1,,0,Academic Strugglers,-0.4129643423256612,2.5457151600582453,0.5685805313620174,3,
405,2,3,1,,1,Stable Achievers,1.0106306135400906,1.983107469467181,0.40590932640446453,4,1.5
406,10,3,1,,0,Academic Strugglers,3.619376800261425,1.8617332334860275,0.39642364732447755,3,0.0
407,42,2,1,,0,Academic Strugglers,0.8566578760531983,1.604867100342651,0.45277245797460663,3,1.5
408,35,3,1,,1,Stable Achievers,2.0036557961772603,2.1280011457800483,0.3314382975954057,3,2.0
409,22,2,0,household_pressure,0,Academic Strugglers,2.603394306416564,2.080262041225733,0.4649452963395646,18,1.0
410,37,1,1,,0,Academic Strugglers,2.4241024094087824,2.4354336155135803,0.5700000000000001,4,1.0
411,31,2,1,,2,Health-Constrained,0.8726819568469885,1.4860998216900314,0.4425937974318244,30,
412,37,1,1,,2,Health-Constrained,4.721082901452984,2.30571284187766,0.5303741283325338,39,1.0
413,26,3,1,,1,Stable Achievers,2.244742596079909,0.6916358207582577,0.418741431414728,16,
414,4,4,1,,1,Stable Achievers,1.8038091355948567,0.8190846689382634,,6,2.0
415,20,1,1,,0,Academic Strugglers,8.809017305880548,2.1205635017692286,0.5684760390075202,20,1.0
416,10,4,0,commute_distance,1,Stable Achievers,2.998538176475948,,0.2884120004395684,7,
417,41,1,0,health_related,2,Health-Constrained,2.382810187635786,2.291148823310916,0.5171483347780124,26,1.0
418,43,1,1,,0,Academic Strugglers,2.132811637647411,2.412776440613949,0.5700000000000001,2,1.0
419,10,2,1,,0,Academic Strugglers,5.180656664132754,,0.4770206510274429,3,
420,42,2,1,,0,Academic Strugglers,0.6925575186704349,2.5244764816977323,0.4916944677139639,4,2.0
421,16,4,1,,1,Stable Achievers,-0.3503978684610518,,0.2781474959872444,33,
422,10,3,1,,1,Stable Achievers,1.3260672878692648,0.9595181508985846,,3,2.0
423,13,1,1,,0,Academic Strugglers,1.3010256001928329,,0.5700000000000001,5,
424,26,1,1,,0,Academic Strugglers,1.8619909710888385,,0.5234035254187722,4,1.5
425,12,4,1,,1,Stable Achievers,1.4577443900632476,1.7007895962035464,0.28064023834101837,33,2.0
426,13,2,0,household_pressure,0,Academic Strugglers,4.372967624210521,2.27494573620102,0.42742086808118207,3,2.0
427,33,3,0,health_related,2,Health-Constrained,3.1217544758140936,1.4218766038692516,0.3809233603935938,42,1.5
428,20,1,1,,0,Academic Strugglers,3.862485563238595,2.411785754366397,0.5444210826406254,3,1.0
429,33,3,1,,0,Academic Strugglers,1.7642368903863623,1.8536619834801624,0.3464398981453332,5,
430,1,2,1,,2,Health-Constrained,3.623757616977633,1.5452617156856263,0.5049979626441439,34,1.5
431,5,1,0,household_pressure,0,Academic Strugglers,4.995932110676411,,0.5700000000000001,4,1.0
432,14,2,0,academic_performance,0,Academic Strugglers,9.409169384198448,2.0296840195782524,0.4996474641697461,8,1.5
433,18,3,1,,0,Academic Strugglers,3.978967673835707,1.9238149209494244,0.45633092292133515,6,1.5
434,13,3,1,,1,Stable Achievers,2.681664894353956,1.8885507238420027,0.36399611779954444,3,2.0
435,19,2,1,,0,Academic Strugglers,6.046406546390784,2.8,0.4810111968124417,6,1.0
436,44,2,1,,2,Health-Constrained,6.790834876881968,1.201596347249633,0.4691474463378758,51,2.0
437,22,2,1,,0,Academic Strugglers,3.570493460843787,1.8172973626639413,0.52,3,2.0
438,28,2,1,,0,Academic Strugglers,-0.4413140358122066,1.9595385814750303,0.4875228570782487,3,2.0
439,38,4,1,,1,Stable Achievers,2.4637186644875984,2.09470915014441,0.31350240651194927,20,1.0
440,9,3,1,,1,Stable Achievers,0.8866262363402542,1.8010969357483888,0.34842079936543724,7,1.0
441,7,2,0,other,2,Health-Constrained,11.0,2.0050050270826816,0.42099757465828924,54,0.0
442,21,1,1,,0,Academic Strugglers,2.061562432185109,2.155248880796567,0.5700000000000001,9,1.0
443,30,1,1,,0,Academic Strugglers,1.7437646506974032,2.2207856582545933,0.5622899104488162,3,2.0
444,24,4,1,,1,Stable Achievers,-0.8723055349829555,1.7630883478804926,0.27350441716181784,2,1.0
445,6,2,1,,0,Academic Strugglers,6.27732931137451,2.5027575085242764,0.44491638637894504,5,2.0
446,30,3,1,,1,Stable Achievers,2.8754633061119748,1.4127032868590006,,5,2.0
447,44,1,1,,0,Academic Strugglers,3.049126409179723,2.274259449899624,0.4960269611840823,6,1.0
448,26,1,1,,0,Academic Strugglers,6.094850014213739,1.744240703094259,,6,
449,43,4,1,,1,Stable Achievers,-0.3895576089427945,1.248215560433061,0.31569959587315644,1,1.5
450,20,3,1,,2,Health-Constrained,2.309464488536242,1.7304961533913046,0.36589045844559503,16,
451,19,1,1,,0,Academic Strugglers,1.5824866951073386,2.612587664544646,0.5412159912347432,20,1.0
452,15,5,1,,1,Stable Achievers,1.1063698937590316,0.31287663695386714,0.2912732068844595,26,2.0
453,25,4,1,,1,Stable Achievers,4.61297068327364,1.171080197476119,0.26435255623216003,10,1.5
454,28,3,0,health_related,2,Health-Constrained,1.0354999342373201,,0.4340261710037172,26,1.5
455,5,2,0,financial_instability,0,Academic Strugglers,3.826285349238411,,0.52,16,2.0
456,46,1,0,financial_instability,0,Academic Strugglers,3.3953837153522475,2.6514841726755076,0.5700000000000001,24,1.0
457,8,2,1,,0,Academic Strugglers,6.5143300946149605,0.9992522631862104,0.52,5,1.0
458,26,3,1,,1,Stable Achievers,3.882155669893367,1.3704638304115515,0.39256225142811585,5,3.0
459,15,1,0,financial_instability,0,Academic Strugglers,0.2749466002098966,2.3345748234601937,0.5543778306919418,4,0.0
460,42,4,1,,1,Stable Achievers,1.3300552416260802,0.7368701049038211,0.3702335104304061,6,2.0
461,31,5,1,,1,Stable Achievers,4.670678828307122,0.7618900137636087,0.19727135006087743,27,0.5
462,1,4,1,,2,Health-Constrained,-0.0414391361681349,0.4877518598128863,0.3446172663341279,42,2.0
463,2,1,1,,0,Academic Strugglers,2.590612618023998,2.5,,6,
464,10,2,1,,0,Academic Strugglers,3.6943717250471506,,0.4694780236862623,2,2.0
465,39,1,1,,0,Academic Strugglers,1.976734036620158,2.7482663403631067,0.5700000000000001,4,1.0
466,41,3,1,,1,Stable Achievers,1.8515385501473298,,0.4002706339043968,5,
467,26,2,1,,0,Academic Strugglers,0.2800790572949693,2.1300053781344537,0.4152288935687432,1,1.0
468,27,2,1,,0,Academic Strugglers,0.685858589056141,1.7098074339405849,0.43279702109273177,1,1.5
469,31,1,1,,2,Health-Constrained,5.9271518568657715,2.4551668584651125,0.49658611364617733,24,1.0
470,23,3,1,,0,Academic Strugglers,3.508717450872301,,0.40597410466160233,5,
471,25,3,1,,2,Health-Constrained,2.189764467689806,1.242224765378253,0.4240555350651144,20,2.5
472,18,3,1,,2,Health-Constrained,1.465614382881975,1.766498254603135,0.4144303930094379,48,1.0
473,24,1,1,,0,Academic Strugglers,1.7682137397227566,2.0295432952959915,0.5700000000000001,5,1.5
474,14,3,1,,0,Academic Strugglers,0.6686001426531877,1.956031080607024,0.3727895973631544,2,0.0
475,36,5,1,,1,Stable Achievers,0.0686585458799253,1.4046640751985058,0.2537483289451597,28,1.0
476,32,5,1,,1,Stable Achievers,1.091017680923804,0.4278618156139462,0.19823508271950602,4,2.0
477,34,5,1,,1,Stable Achievers,-0.8042709516068359,0.38217092058420987,0.273820705923387,16,2.0
478,18,4,1,,1,Stable Achievers,1.8960094384510056,,0.3479162874289655,6,
479,19,3,1,,0,Academic Strugglers,4.984423024005025,1.9836517453912763,0.34035918039816393,3,2.0
480,21,1,1,,0,Academic Strugglers,2.6379087710107956,2.4594960653412548,0.5700000000000001,7,
481,29,5,1,,1,Stable Achievers,3.593429844146943,0.48676874908517653,0.2937801700874203,7,3.0
482,37,1,1,,0,Academic Strugglers,3.8461031274977504,2.3624173848325425,0.5261352551596984,5,1.0
483,1,2,1,,0,Academic Strugglers,3.0051854277525525,,0.5144710955622716,8,
484,45,5,1,,1,Stable Achievers,-0.411959437794698,1.58767494143904,0.24342700430287362,6,1.0
485,41,5,1,,1,Stable Achievers,-0.3467796032792374,0.8240895875915417,0.2604108774739028,8,1.5
486,47,2,1,,0,Academic Strugglers,4.609258266046306,1.1969108054575823,0.52,3,1.0
487,14,5,1,,1,Stable Achievers,-0.545962771148642,0.7570801934088756,0.26887663841704,1,2.5
488,23,1,1,,0,Academic Strugglers,4.16385018538673,1.6566073535760006,0.5673105672083048,8,1.5
489,26,1,1,,0,Academic Strugglers,3.760836411245501,,0.5700000000000001,20,1.0
490,7,1,1,,2,Health-Constrained,5.584547332192407,,0.5243198742347086,22,2.0
491,17,3,1,,0,Academic Strugglers,1.787699801574381,1.6468449505557077,0.4126973624848046,2,2.0
492,2,1,1,,0,Academic Strugglers,4.118422965696355,,0.5123437685449086,10,1.0
493,6,3,0,health_related,2,Health-Constrained,6.26970150376531,1.574980638501859,0.365844282833238,39,1.5
494,24,2,1,,2,Health-Constrained,1.517799720808002,2.049031752804836,0.4136194630250769,57,
495,15,2,1,,0,Academic Strugglers,3.3439157825772217,,0.4203188622805135,9,1.0
496,4,4,1,,1,Stable Achievers,1.6947170245555845,1.0825281477878057,0.3387756745760019,2,1.5
497,40,3,1,,0,Academic Strugglers,1.3721143804278209,1.6942408339244328,0.45106804845323545,3,1.5
498,6,2,1,,2,Health-Constrained,5.56907348139303,2.003697715664904,,22,1.0
499,11,1,1,,0,Academic Strugglers,1.4900595419347833,2.5263734943195777,0.542611021027786,3,1.0
500,12,4,1,,1,Stable Achievers,2.4433008251915376,0.769786518166805,0.3569599238842154,22,2.0
501,25,3,1,,1,Stable Achievers,0.9132280582698084,1.9410336721129564,0.35165461615212124,3,
502,47,5,1,,1,Stable Achievers,1.4618510677639838,0.23935620777387473,0.29814137305345223,15,2.0
503,2,1,1,,0,Academic Strugglers,2.3109906919986116,2.0750434790240635,0.5368186126840981,20,1.5
504,8,5,1,,1,Stable Achievers,3.1977955474096382,0.48491112930511443,,3,2.0
505,16,5,1,,1,Stable Achievers,2.3409924883614184,0.42447253372497806,0.2040878842187714,16,3.0
506,6,5,1,,1,Stable Achievers,2.546332178452693,1.3287771601765836,0.20545806472653183,39,0.0
507,1,2,1,,1,Stable Achievers,1.824463068703529,1.214350405688389,0.4205839778711852,3,2.0
508,44,4,1,,1,Stable Achievers,-0.2721898818076615,0.8236657923514548,0.2836156354478344,39,3.0
509,11,2,1,,0,Academic Strugglers,0.465273275653266,1.9591458688244814,0.4885691621912145,4,1.0
510,30,4,1,,1,Stable Achievers,4.752266475396934,1.234183843703211,0.26448266022531364,2,
511,42,2,1,,2,Health-Constrained,3.1104766984253125,2.1952198404856564,0.5191206179122521,36,1.5
512,35,4,1,,1,Stable Achievers,2.7799633831780484,,0.3778619857991138,5,1.0
513,2,1,1,,0,Academic Strugglers,4.8310183538128335,2.935351089360071,0.5677427692450495,8,1.0
514,17,2,1,,0,Academic Strugglers,0.968989523289455,2.09596303194333,0.5028311879483687,5,1.0
515,3,2,1,,0,Academic Strugglers,1.2282798601158573,2.5054888118094856,0.40155919982928834,6,1.0
516,44,1,0,other,2,Health-Constrained,7.3308065925867565,,,22,
517,22,2,1,,0,Academic Strugglers,3.731900881523493,2.467062876134218,0.52,3,
518,46,3,0,academic_performance,0,Academic Strugglers,4.1894380227490355,2.010264852278832,0.4482224370590626,7,0.0
519,19,3,1,,0,Academic Strugglers,4.839714685455939,2.2963859530966726,0.43139177554603253,9,1.0
520,27,4,1,,1,Stable Achievers,0.2905575164292234,0.9649023329473284,,2,0.5
521,3,5,1,,1,Stable Achievers,2.2452777128400294,0.31800785836934076,0.2571244174330187,9,1.0
522,47,2,1,,2,Health-Constrained,4.599629928228639,1.8996256076631604,0.4203576209064999,24,1.0
523,41,4,1,,1,Stable Achievers,-0.3869554902942193,0.5746548657718396,0.314525061584507,5,2.0
524,24,1,0,household_pressure,0,Academic Strugglers,3.7182221063548444,,0.5700000000000001,5,
525,11,3,1,,0,Academic Strugglers,1.526032969151629,1.78438903893074,0.42488039423517504,11,
526,21,1,1,,0,Academic Strugglers,3.195002672636637,2.294763038281417,0.5504350142850605,18,1.0
527,21,1,1,,0,Academic Strugglers,2.578266670335539,1.5669229558172924,,3,1.5
528,37,4,1,,1,Stable Achievers,2.585139645024648,1.472390588383845,0.3253030005555453,22,2.5
529,15,4,1,,1,Stable Achievers,1.464797342173641,1.689543614741544,0.33876460304814693,14,1.0
530,31,2,1,,0,Academic Strugglers,2.49795838790994,1.9643279051307792,0.44415471161235354,4,2.0
531,39,4,1,,1,Stable Achievers,1.4458068769850028,0.7140331662444683,0.32765596626180205,7,3.0
532,10,2,0,commute_distance,0,Academic Strugglers,4.991985233153369,2.6073594386370518,0.4529687544635658,5,1.0
533,37,3,1,,1,Stable Achievers,0.5758658786426667,1.258226609472474,0.4570947515512385,4,2.5
534,25,4,1,,1,Stable Achievers,1.4214880806831842,0.48111009720487286,0.2921385577233936,3,
535,10,1,1,,0,Academic Strugglers,4.5428028553612325,2.342068779024953,0.5041723768015919,7,1.0
536,1,2,1,,0,Academic Strugglers,2.3494813495909876,2.248618815471627,0.4297206620638231,4,
537,42,2,1,,2,Health-Constrained,9.313776528677334,,0.52,32,
538,42,3,1,,1,Stable Achievers,-0.2922163324406437,1.2396578607862758,0.45761213851957994,1,1.5
539,3,1,1,,0,Academic Strugglers,6.648849061968252,2.3728162392984684,0.5204784493919055,3,1.0
540,26,3,0,household_pressure,0,Academic Strugglers,2.0506470047272725,1.779120019167391,0.4053926301431508,6,1.0
541,5,4,1,,1,Stable Achievers,-0.7147084948593617,0.999654948704321,0.3166564650936716,3,0.5
542,3,1,1,,0,Academic Strugglers,1.276393610238079,2.0826584926040628,0.5364799577455606,6,1.0
543,3,2,1,,2,Health-Constrained,7.298416905712352,1.9483882700043555,0.4222005726315661,30,0.0
544,45,1,1,,2,Health-Constrained,4.654211517513507,2.19176351420135,0.5537504122207979,45,2.0
545,24,3,0,academic_performance,0,Academic Strugglers,5.618414627288123,1.8674765191920493,0.4374543352855208,3,1.5
546,47,3,1,,0,Academic Strugglers,3.5521780772113694,,0.42125217381695124,3,2.0
547,37,3,1,,0,Academic Strugglers,2.9808391799431595,1.8846603096005072,,7,0.5
548,35,3,0,academic_performance,2,Health-Constrained,5.973496388345364,,0.3993730036426226,20,0.0
549,6,4,1,,1,Stable Achievers,2.206712628911174,1.6914982776375904,0.3648876771191958,4,
550,21,4,1,,1,Stable Achievers,1.962264947980233,0.5146685863882399,0.30091424915303067,30,2.0
551,27,1,1,,0,Academic Strugglers,5.096355407213612,2.2091806607311177,0.5676332372927815,11,1.0
552,28,3,1,,2,Health-Constrained,4.502931069849743,2.1,0.428306173494024,20,0.5
553,7,3,0,health_related,2,Health-Constrained,2.7859365368657887,1.8931651393345694,0.4207406046406858,54,1.5
554,1,2,1,,2,Health-Constrained,2.760451353672262,2.376910508369402,0.5053732158471428,48,1.0
555,29,2,1,,0,Academic Strugglers,4.830392633232921,1.9071091427711704,0.4844456409514214,10,1.0
556,6,1,1,,0,Academic Strugglers,2.070773568511153,2.4472876983436374,0.5406632359666036,8,2.5
557,45,4,1,,1,Stable Achievers,-0.45991788775326,0.9241117550709717,0.35919026382259944,1,2.5
558,16,1,0,commute_distance,0,Academic Strugglers,3.3968510544227906,3.0,0.5479836445760948,3,0.0
