student_id,school_id,persona,ses_quintile,dropout_risk,retained,match_rank,intervention_id,intervention,persona_priority,signal_boost,fit_score,priority_score,unit_cost_kes,sponsor_action,owner
322,27,Health-Constrained,2,0.51,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.789,5000,Medical vouchers + attendance follow-up,School health partner
189,28,Academic Strugglers,1,0.447,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.787,15000,Pay term fees / bursary,Sponsor / Bursary fund
683,21,Academic Strugglers,1,0.446,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.783,15000,Pay term fees / bursary,Sponsor / Bursary fund
542,3,Academic Strugglers,1,0.444,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.776,15000,Pay term fees / bursary,Sponsor / Bursary fund
887,5,Academic Strugglers,1,0.506,0,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.772,8000,Fund remedial / catch-up classes,School + education NGO
840,27,Academic Strugglers,2,0.442,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.77,15000,Pay term fees / bursary,Sponsor / Bursary fund
362,34,Academic Strugglers,2,0.441,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.764,15000,Pay term fees / bursary,Sponsor / Bursary fund
622,9,Academic Strugglers,2,0.441,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.764,15000,Pay term fees / bursary,Sponsor / Bursary fund
518,46,Academic Strugglers,3,0.502,0,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.759,8000,Fund remedial / catch-up classes,School + education NGO
548,35,Health-Constrained,3,0.5,0,1,health_support,Health & Attendance,3.0,1.75,4.75,4.75,5000,Medical vouchers + attendance follow-up,School health partner
117,38,Academic Strugglers,2,0.498,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.743,8000,Fund remedial / catch-up classes,School + education NGO
514,17,Academic Strugglers,2,0.436,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.743,15000,Pay term fees / bursary,Sponsor / Bursary fund
329,13,Academic Strugglers,2,0.434,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.735,15000,Pay term fees / bursary,Sponsor / Bursary fund
768,3,Academic Strugglers,2,0.434,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.734,15000,Pay term fees / bursary,Sponsor / Bursary fund
876,15,Academic Strugglers,2,0.433,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.732,15000,Pay term fees / bursary,Sponsor / Bursary fund
394,43,Academic Strugglers,2,0.432,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.727,15000,Pay term fees / bursary,Sponsor / Bursary fund
46,32,Health-Constrained,3,0.324,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.724,5000,Medical vouchers + attendance follow-up,School health partner
194,26,Academic Strugglers,1,0.431,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.723,15000,Pay term fees / bursary,Sponsor / Bursary fund
13,34,Health-Constrained,4,0.322,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.718,5000,Medical vouchers + attendance follow-up,School health partner
796,40,Academic Strugglers,2,0.429,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.718,15000,Pay term fees / bursary,Sponsor / Bursary fund
958,13,Academic Strugglers,2,0.488,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.704,8000,Fund remedial / catch-up classes,School + education NGO
63,44,Academic Strugglers,1,0.555,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.698,8000,Fund remedial / catch-up classes,School + education NGO
198,11,Academic Strugglers,3,0.482,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.68,8000,Fund remedial / catch-up classes,School + education NGO
113,38,Academic Strugglers,2,0.418,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.673,15000,Pay term fees / bursary,Sponsor / Bursary fund
131,21,Academic Strugglers,2,0.477,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.663,8000,Fund remedial / catch-up classes,School + education NGO
679,45,Academic Strugglers,2,0.413,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.654,15000,Pay term fees / bursary,Sponsor / Bursary fund
897,47,Academic Strugglers,1,0.542,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.653,8000,Fund remedial / catch-up classes,School + education NGO
121,42,Academic Strugglers,2,0.412,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.649,15000,Pay term fees / bursary,Sponsor / Bursary fund
570,42,Academic Strugglers,2,0.411,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.644,15000,Pay term fees / bursary,Sponsor / Bursary fund
637,26,Academic Strugglers,3,0.471,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.641,8000,Fund remedial / catch-up classes,School + education NGO
562,36,Academic Strugglers,1,0.408,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.632,15000,Pay term fees / bursary,Sponsor / Bursary fund
363,9,Academic Strugglers,2,0.406,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.625,15000,Pay term fees / bursary,Sponsor / Bursary fund
583,23,Academic Strugglers,1,0.405,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.619,15000,Pay term fees / bursary,Sponsor / Bursary fund
233,20,Academic Strugglers,1,0.523,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.582,8000,Fund remedial / catch-up classes,School + education NGO
321,41,Health-Constrained,3,0.455,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.58,5000,Medical vouchers + attendance follow-up,School health partner
319,32,Health-Constrained,2,0.393,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.571,15000,Pay term fees / bursary,Sponsor / Bursary fund
940,19,Health-Constrained,2,0.453,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.57,5000,Medical vouchers + attendance follow-up,School health partner
948,42,Academic Strugglers,1,0.591,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.56,15000,Pay term fees / bursary,Sponsor / Bursary fund
910,16,Academic Strugglers,2,0.386,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.544,15000,Pay term fees / bursary,Sponsor / Bursary fund
772,15,Health-Constrained,5,0.282,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.54,5000,Medical vouchers + attendance follow-up,School health partner
977,31,Academic Strugglers,2,0.509,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.531,8000,Fund remedial / catch-up classes,School + education NGO
509,11,Academic Strugglers,2,0.382,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.528,15000,Pay term fees / bursary,Sponsor / Bursary fund
925,39,Academic Strugglers,1,0.578,0,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.515,15000,Pay term fees / bursary,Sponsor / Bursary fund
364,34,Academic Strugglers,1,0.575,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.507,15000,Pay term fees / bursary,Sponsor / Bursary fund
275,45,Health-Constrained,3,0.434,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.501,5000,Medical vouchers + attendance follow-up,School health partner
854,16,Health-Constrained,4,0.271,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.492,5000,Medical vouchers + attendance follow-up,School health partner
546,47,Academic Strugglers,3,0.426,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.467,8000,Fund remedial / catch-up classes,School + education NGO
78,43,Academic Strugglers,1,0.489,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.462,8000,Fund remedial / catch-up classes,School + education NGO
310,32,Academic Strugglers,1,0.562,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.461,15000,Pay term fees / bursary,Sponsor / Bursary fund
426,13,Academic Strugglers,2,0.489,0,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.46,8000,Fund remedial / catch-up classes,School + education NGO
730,45,Academic Strugglers,1,0.562,0,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.459,15000,Pay term fees / bursary,Sponsor / Bursary fund
751,44,Academic Strugglers,3,0.421,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.451,8000,Fund remedial / catch-up classes,School + education NGO
438,28,Academic Strugglers,2,0.36,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.441,15000,Pay term fees / bursary,Sponsor / Bursary fund
462,1,Health-Constrained,4,0.257,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.429,5000,Medical vouchers + attendance follow-up,School health partner
331,2,Academic Strugglers,2,0.355,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.421,15000,Pay term fees / bursary,Sponsor / Bursary fund
616,19,Academic Strugglers,2,0.413,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.418,8000,Fund remedial / catch-up classes,School + education NGO
844,22,Health-Constrained,3,0.41,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.409,5000,Medical vouchers + attendance follow-up,School health partner
635,38,Health-Constrained,4,0.408,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.399,5000,Medical vouchers + attendance follow-up,School health partner
689,12,Health-Constrained,2,0.408,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.399,5000,Medical vouchers + attendance follow-up,School health partner
42,25,Academic Strugglers,2,0.349,1,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.397,15000,Pay term fees / bursary,Sponsor / Bursary fund
406,10,Academic Strugglers,3,0.406,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.391,8000,Fund remedial / catch-up classes,School + education NGO
470,23,Academic Strugglers,3,0.405,1,1,academic_tutoring,Academic Tutoring,3.0,1.75,4.75,4.388,8000,Fund remedial / catch-up classes,School + education NGO
904,5,Academic Strugglers,4,0.468,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.385,8000,Fund remedial / catch-up classes,School + education NGO
821,41,Academic Strugglers,3,0.465,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.374,8000,Fund remedial / catch-up classes,School + education NGO
6,22,Academic Strugglers,1,0.535,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.367,15000,Pay term fees / bursary,Sponsor / Bursary fund
883,27,Academic Strugglers,3,0.46,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.355,8000,Fund remedial / catch-up classes,School + education NGO
345,22,Health-Constrained,3,0.394,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.346,5000,Medical vouchers + attendance follow-up,School health partner
471,25,Health-Constrained,3,0.392,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.34,5000,Medical vouchers + attendance follow-up,School health partner
337,27,Academic Strugglers,2,0.334,0,1,school_fee_support,School Fee Support,2.0,3.0,5.0,4.335,15000,Pay term fees / bursary,Sponsor / Bursary fund
218,30,Academic Strugglers,3,0.453,0,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.332,8000,Fund remedial / catch-up classes,School + education NGO
830,19,Academic Strugglers,1,0.521,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.323,15000,Pay term fees / bursary,Sponsor / Bursary fund
719,15,Health-Constrained,2,0.387,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.322,5000,Medical vouchers + attendance follow-up,School health partner
249,41,Health-Constrained,5,0.231,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.318,5000,Medical vouchers + attendance follow-up,School health partner
53,8,Academic Strugglers,2,0.519,0,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.316,15000,Pay term fees / bursary,Sponsor / Bursary fund
601,44,Academic Strugglers,2,0.442,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.29,8000,Fund remedial / catch-up classes,School + education NGO
307,14,Academic Strugglers,2,0.441,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.287,8000,Fund remedial / catch-up classes,School + education NGO
385,1,Academic Strugglers,1,0.511,0,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.287,15000,Pay term fees / bursary,Sponsor / Bursary fund
813,12,Academic Strugglers,3,0.437,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.274,8000,Fund remedial / catch-up classes,School + education NGO
286,5,Health-Constrained,4,0.221,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.273,5000,Medical vouchers + attendance follow-up,School health partner
936,33,Health-Constrained,3,0.372,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.262,5000,Medical vouchers + attendance follow-up,School health partner
716,22,Academic Strugglers,1,0.503,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.259,15000,Pay term fees / bursary,Sponsor / Bursary fund
268,42,Academic Strugglers,1,0.501,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.253,15000,Pay term fees / bursary,Sponsor / Bursary fund
309,32,Academic Strugglers,2,0.431,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.252,8000,Fund remedial / catch-up classes,School + education NGO
58,21,Academic Strugglers,1,0.497,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.238,15000,Pay term fees / bursary,Sponsor / Bursary fund
447,44,Academic Strugglers,1,0.496,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.238,15000,Pay term fees / bursary,Sponsor / Bursary fund
200,29,Academic Strugglers,3,0.422,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.22,8000,Fund remedial / catch-up classes,School + education NGO
903,13,Academic Strugglers,1,0.488,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.21,15000,Pay term fees / bursary,Sponsor / Bursary fund
846,29,Academic Strugglers,2,0.484,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.194,15000,Pay term fees / bursary,Sponsor / Bursary fund
560,20,Health-Constrained,5,0.203,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.193,5000,Medical vouchers + attendance follow-up,School health partner
648,34,Health-Constrained,5,0.203,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.192,5000,Medical vouchers + attendance follow-up,School health partner
339,33,Health-Constrained,3,0.353,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.19,5000,Medical vouchers + attendance follow-up,School health partner
328,37,Academic Strugglers,2,0.476,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.17,15000,Pay term fees / bursary,Sponsor / Bursary fund
199,37,Academic Strugglers,1,0.469,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.144,15000,Pay term fees / bursary,Sponsor / Bursary fund
326,12,Academic Strugglers,3,0.398,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.134,8000,Fund remedial / catch-up classes,School + education NGO
722,31,Academic Strugglers,1,0.465,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.132,15000,Pay term fees / bursary,Sponsor / Bursary fund
368,47,Academic Strugglers,2,0.464,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.129,15000,Pay term fees / bursary,Sponsor / Bursary fund
888,24,Academic Strugglers,2,0.462,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.12,15000,Pay term fees / bursary,Sponsor / Bursary fund
607,35,Health-Constrained,3,0.333,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.117,5000,Medical vouchers + attendance follow-up,School health partner
214,29,Academic Strugglers,1,0.461,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.116,15000,Pay term fees / bursary,Sponsor / Bursary fund
57,16,Academic Strugglers,1,0.459,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.111,15000,Pay term fees / bursary,Sponsor / Bursary fund
450,20,Health-Constrained,3,0.332,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.11,5000,Medical vouchers + attendance follow-up,School health partner
204,7,Academic Strugglers,1,0.458,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.106,15000,Pay term fees / bursary,Sponsor / Bursary fund
260,27,Academic Strugglers,2,0.458,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.106,15000,Pay term fees / bursary,Sponsor / Bursary fund
671,39,Academic Strugglers,1,0.456,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.101,15000,Pay term fees / bursary,Sponsor / Bursary fund
639,6,Health-Constrained,3,0.329,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.098,5000,Medical vouchers + attendance follow-up,School health partner
643,35,Academic Strugglers,4,0.388,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.096,8000,Fund remedial / catch-up classes,School + education NGO
674,39,Health-Constrained,4,0.327,1,1,health_support,Health & Attendance,3.0,1.75,4.75,4.094,5000,Medical vouchers + attendance follow-up,School health partner
928,25,Academic Strugglers,4,0.387,0,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.092,8000,Fund remedial / catch-up classes,School + education NGO
808,2,Academic Strugglers,1,0.452,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.087,15000,Pay term fees / bursary,Sponsor / Bursary fund
232,2,Academic Strugglers,2,0.451,0,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.085,15000,Pay term fees / bursary,Sponsor / Bursary fund
495,15,Academic Strugglers,2,0.451,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.083,15000,Pay term fees / bursary,Sponsor / Bursary fund
595,12,Academic Strugglers,1,0.451,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.083,15000,Pay term fees / bursary,Sponsor / Bursary fund
308,12,Academic Strugglers,3,0.383,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.08,8000,Fund remedial / catch-up classes,School + education NGO
972,45,Academic Strugglers,3,0.383,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.08,8000,Fund remedial / catch-up classes,School + education NGO
87,5,Academic Strugglers,3,0.383,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,4.077,8000,Fund remedial / catch-up classes,School + education NGO
997,17,Academic Strugglers,2,0.449,0,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.077,15000,Pay term fees / bursary,Sponsor / Bursary fund
634,19,Academic Strugglers,2,0.436,0,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.033,15000,Pay term fees / bursary,Sponsor / Bursary fund
463,2,Academic Strugglers,1,0.594,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,4.032,8000,Fund remedial / catch-up classes,School + education NGO
306,28,Academic Strugglers,2,0.435,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.027,15000,Pay term fees / bursary,Sponsor / Bursary fund
779,27,Health-Constrained,5,0.165,1,1,health_support,Health & Attendance,3.0,2.5,5.5,4.025,5000,Medical vouchers + attendance follow-up,School health partner
51,47,Academic Strugglers,2,0.433,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.021,15000,Pay term fees / bursary,Sponsor / Bursary fund
11,40,Academic Strugglers,1,0.432,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.019,15000,Pay term fees / bursary,Sponsor / Bursary fund
80,16,Academic Strugglers,2,0.43,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.013,15000,Pay term fees / bursary,Sponsor / Bursary fund
536,1,Academic Strugglers,2,0.427,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,4.002,15000,Pay term fees / bursary,Sponsor / Bursary fund
916,35,Academic Strugglers,3,0.359,1,1,academic_tutoring,Academic Tutoring,3.0,1.5,4.5,3.992,8000,Fund remedial / catch-up classes,School + education NGO
724,8,Academic Strugglers,2,0.421,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.983,15000,Pay term fees / bursary,Sponsor / Bursary fund
850,14,Academic Strugglers,1,0.494,1,1,academic_tutoring,Academic Tutoring,3.0,1.0,4.0,3.981,8000,Fund remedial / catch-up classes,School + education NGO
989,47,Academic Strugglers,1,0.421,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.981,15000,Pay term fees / bursary,Sponsor / Bursary fund
31,31,Academic Strugglers,2,0.417,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.969,15000,Pay term fees / bursary,Sponsor / Bursary fund
725,15,Academic Strugglers,1,0.415,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.961,15000,Pay term fees / bursary,Sponsor / Bursary fund
235,44,Academic Strugglers,2,0.414,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.957,15000,Pay term fees / bursary,Sponsor / Bursary fund
530,31,Academic Strugglers,2,0.413,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.955,15000,Pay term fees / bursary,Sponsor / Bursary fund
682,43,Academic Strugglers,1,0.403,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.922,15000,Pay term fees / bursary,Sponsor / Bursary fund
335,28,Academic Strugglers,1,0.401,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.915,15000,Pay term fees / bursary,Sponsor / Bursary fund
749,12,Academic Strugglers,1,0.396,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.897,15000,Pay term fees / bursary,Sponsor / Bursary fund
675,46,Academic Strugglers,2,0.396,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.896,15000,Pay term fees / bursary,Sponsor / Bursary fund
203,23,Academic Strugglers,2,0.391,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.88,15000,Pay term fees / bursary,Sponsor / Bursary fund
801,42,Academic Strugglers,1,0.39,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.876,15000,Pay term fees / bursary,Sponsor / Bursary fund
407,42,Academic Strugglers,2,0.388,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.87,15000,Pay term fees / bursary,Sponsor / Bursary fund
697,28,Academic Strugglers,1,0.388,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.868,15000,Pay term fees / bursary,Sponsor / Bursary fund
853,28,Academic Strugglers,2,0.539,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.867,8000,Fund remedial / catch-up classes,School + education NGO
320,36,Academic Strugglers,2,0.387,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.865,15000,Pay term fees / bursary,Sponsor / Bursary fund
527,21,Academic Strugglers,1,0.455,1,1,academic_tutoring,Academic Tutoring,3.0,1.0,4.0,3.858,8000,Fund remedial / catch-up classes,School + education NGO
45,13,Academic Strugglers,1,0.53,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.84,8000,Fund remedial / catch-up classes,School + education NGO
468,27,Academic Strugglers,2,0.375,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.824,15000,Pay term fees / bursary,Sponsor / Bursary fund
89,21,Academic Strugglers,2,0.365,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.79,15000,Pay term fees / bursary,Sponsor / Bursary fund
20,15,Academic Strugglers,2,0.363,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.784,15000,Pay term fees / bursary,Sponsor / Bursary fund
758,12,Academic Strugglers,2,0.429,1,1,academic_tutoring,Academic Tutoring,3.0,1.0,4.0,3.773,8000,Fund remedial / catch-up classes,School + education NGO
253,22,Academic Strugglers,2,0.507,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.772,8000,Fund remedial / catch-up classes,School + education NGO
323,14,Academic Strugglers,2,0.353,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.751,15000,Pay term fees / bursary,Sponsor / Bursary fund
578,25,Health-Constrained,3,0.42,1,1,health_support,Health & Attendance,3.0,1.0,4.0,3.745,5000,Medical vouchers + attendance follow-up,School health partner
258,23,Academic Strugglers,2,0.42,1,1,academic_tutoring,Academic Tutoring,3.0,1.0,4.0,3.743,8000,Fund remedial / catch-up classes,School + education NGO
148,46,Academic Strugglers,3,0.414,1,1,academic_tutoring,Academic Tutoring,3.0,1.0,4.0,3.724,8000,Fund remedial / catch-up classes,School + education NGO
988,33,Academic Strugglers,1,0.486,0,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.709,8000,Fund remedial / catch-up classes,School + education NGO
547,37,Academic Strugglers,3,0.48,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.69,8000,Fund remedial / catch-up classes,School + education NGO
341,18,Academic Strugglers,2,0.331,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.677,15000,Pay term fees / bursary,Sponsor / Bursary fund
333,26,Academic Strugglers,2,0.331,1,1,school_fee_support,School Fee Support,2.0,2.25,4.25,3.675,15000,Pay term fees / bursary,Sponsor / Bursary fund
299,36,Academic Strugglers,2,0.471,0,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.663,8000,Fund remedial / catch-up classes,School + education NGO
651,5,Stable Achievers,3,0.393,1,1,enrichment,STEM Enrichment,3.0,1.0,4.0,3.657,3000,"Clubs, mentoring, competitions",School / alumni mentors
978,40,Academic Strugglers,3,0.466,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.647,8000,Fund remedial / catch-up classes,School + education NGO
92,24,Stable Achievers,2,0.389,1,1,enrichment,STEM Enrichment,3.0,1.0,4.0,3.644,3000,"Clubs, mentoring, competitions",School / alumni mentors
207,7,Academic Strugglers,3,0.386,0,1,academic_tutoring,Academic Tutoring,3.0,1.0,4.0,3.635,8000,Fund remedial / catch-up classes,School + education NGO
746,40,Academic Strugglers,2,0.457,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.621,8000,Fund remedial / catch-up classes,School + education NGO
695,27,Academic Strugglers,2,0.446,0,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.589,8000,Fund remedial / catch-up classes,School + education NGO
670,34,Academic Strugglers,1,0.53,1,1,school_fee_support,School Fee Support,2.0,1.5,3.5,3.584,15000,Pay term fees / bursary,Sponsor / Bursary fund
94,28,Stable Achievers,4,0.369,1,1,enrichment,STEM Enrichment,3.0,1.0,4.0,3.581,3000,"Clubs, mentoring, competitions",School / alumni mentors
592,24,Academic Strugglers,3,0.444,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.581,8000,Fund remedial / catch-up classes,School + education NGO
621,18,Health-Constrained,2,0.361,1,1,health_support,Health & Attendance,3.0,1.0,4.0,3.554,5000,Medical vouchers + attendance follow-up,School health partner
153,15,Academic Strugglers,3,0.428,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.533,8000,Fund remedial / catch-up classes,School + education NGO
26,30,Academic Strugglers,3,0.423,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.518,8000,Fund remedial / catch-up classes,School + education NGO
287,1,Academic Strugglers,3,0.421,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.514,8000,Fund remedial / catch-up classes,School + education NGO
91,26,Stable Achievers,3,0.346,1,1,enrichment,STEM Enrichment,3.0,1.0,4.0,3.508,3000,"Clubs, mentoring, competitions",School / alumni mentors
186,45,Stable Achievers,3,0.344,1,1,enrichment,STEM Enrichment,3.0,1.0,4.0,3.501,3000,"Clubs, mentoring, competitions",School / alumni mentors
43,5,Academic Strugglers,1,0.499,1,1,school_fee_support,School Fee Support,2.0,1.5,3.5,3.498,15000,Pay term fees / bursary,Sponsor / Bursary fund
292,11,Academic Strugglers,2,0.416,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.497,8000,Fund remedial / catch-up classes,School + education NGO
919,42,Academic Strugglers,3,0.414,1,1,academic_tutoring,Academic Tutoring,3.0,0.75,3.75,3.492,8000,Fund remedial / catch-up classes,School + education NGO
